DATE,TXS,FEE_PAYERS,DEX
2022-12-14,5871,777,Orca
2022-12-14,3556,50,Aldrin
2022-12-14,13744,1084,Raydium
2022-12-14,52,33,Mercurial
2022-12-14,2,1,Cykura
2022-12-14,84166,1,GooseFX
2022-12-14,12305,8311,Stepn
2022-12-14,422466,76,Openbook
2022-12-14,6,2,Invariant
2022-12-14,1111,195,Serum
2022-12-14,147,17,Saber
2023-01-24,89,17,Saber
2023-01-24,78,3,Step Finance
2023-01-24,31,22,Mercurial
2023-01-24,105920,4925,Raydium
2023-01-24,279,132,Serum
2023-01-24,3252,45,Aldrin
2023-01-24,81067,6,GooseFX
2023-01-24,17411,1654,Orca
2023-01-24,714353,273,Openbook
2023-01-24,11646,7796,Stepn
2023-01-24,230726,15940,Jupiter Aggregator
2023-01-24,117,7,Lifinity
2023-01-24,7,3,Invariant
2023-01-24,2,1,Cykura
2023-01-24,1,1,Mango Markets
2023-04-22,1139462,10043,Jupiter Aggregator
2023-04-22,1674097,134,Openbook
2023-04-22,979,6,Lifinity
2023-04-22,7929,5464,Stepn
2023-04-22,77142,1415,Raydium
2023-04-22,23,13,Mercurial
2023-04-22,126,39,Serum
2023-04-22,24,8,Invariant
2023-04-22,83790,1,GooseFX
2023-04-22,153,10,Saber
2023-04-22,14565,1663,Orca
2023-04-22,870,5,Step Finance
2023-04-22,1,1,Cykura
2023-04-22,1506,23,Aldrin
2022-11-23,12,2,Cykura
2022-11-23,720388,49,Openbook
2022-11-23,2,2,Invariant
2022-11-23,572255,8049,Jupiter Aggregator
2022-11-23,1772,9,Lifinity
2022-11-23,54,33,Mercurial
2022-11-23,1,1,Mango Markets
2022-11-23,73,3,Step Finance
2022-11-23,1199,27,Saber
2022-11-23,16019,10661,Stepn
2022-11-23,3241,59,Aldrin
2022-11-23,31198,1329,Raydium
2022-11-23,83794,1,GooseFX
2022-11-23,4462,281,Serum
2022-11-23,11870,962,Orca
2023-01-18,11342,7702,Stepn
2023-01-18,2,1,Invariant
2023-01-18,184,12,Saber
2023-01-18,21452,1775,Orca
2023-01-18,101,3,Step Finance
2023-01-18,3365,40,Aldrin
2023-01-18,24,16,Mercurial
2023-01-18,613,182,Serum
2023-01-18,89289,7567,Raydium
2023-01-18,83313,2,GooseFX
2023-01-18,317377,21942,Jupiter Aggregator
2023-01-18,978851,465,Openbook
2023-01-18,360,6,Lifinity
2023-02-27,37,15,Mercurial
2023-02-27,12221,8129,Stepn
2023-02-27,2693,40,Aldrin
2023-02-27,58,7,Saber
2023-02-27,1046569,188,Openbook
2023-02-27,10407,1205,Orca
2023-02-27,2,1,Invariant
2023-02-27,23334,2111,Raydium
2023-02-27,82,48,Serum
2023-02-27,81626,1,GooseFX
2023-02-27,520,7,Lifinity
2023-02-27,142167,10221,Jupiter Aggregator
2023-02-27,12,3,Step Finance
2022-11-22,2788,68,Aldrin
2022-11-22,474332,64,Openbook
2022-11-22,2,1,Mango Markets
2022-11-22,61,37,Mercurial
2022-11-22,44,3,Step Finance
2022-11-22,84946,2,GooseFX
2022-11-22,3,2,Invariant
2022-11-22,26740,1318,Raydium
2022-11-22,1542,6,Lifinity
2022-11-22,7208,355,Serum
2022-11-22,15871,10570,Stepn
2022-11-22,10628,917,Orca
2022-11-22,831,24,Saber
2022-11-22,279895,8109,Jupiter Aggregator
2023-02-26,837,5,Lifinity
2023-02-26,17060,10862,Stepn
2023-02-26,1,1,Invariant
2023-02-26,6383,1242,Orca
2023-02-26,77076,1,GooseFX
2023-02-26,149,43,Serum
2023-02-26,2785,35,Aldrin
2023-02-26,23,4,Step Finance
2023-02-26,28,17,Mercurial
2023-02-26,42,13,Saber
2023-02-26,153615,9973,Jupiter Aggregator
2023-02-26,698739,192,Openbook
2023-02-26,17529,1806,Raydium
2023-03-11,2,2,Invariant
2023-03-11,137,34,Serum
2023-03-11,130,3,Step Finance
2023-03-11,15383,1759,Orca
2023-03-11,83953,2,GooseFX
2023-03-11,316280,203,Openbook
2023-03-11,380582,12458,Jupiter Aggregator
2023-03-11,1,1,Mango Markets
2023-03-11,36,22,Mercurial
2023-03-11,1602,40,Aldrin
2023-03-11,12635,8635,Stepn
2023-03-11,2,2,Cykura
2023-03-11,4900,7,Lifinity
2023-03-11,33254,2108,Raydium
2023-03-11,156,19,Saber
2023-06-14T00:00:00.000Z,71448,1296,Raydium
2023-06-14T00:00:00.000Z,225,1,GooseFX
2023-06-14T00:00:00.000Z,110,37,Serum
2023-06-14T00:00:00.000Z,22,1,Invariant
2023-06-14T00:00:00.000Z,98163,786,Orca
2023-06-14T00:00:00.000Z,7913,5252,Stepn
2023-06-14T00:00:00.000Z,626,4,Lifinity
2023-06-14T00:00:00.000Z,743,10,Aldrin
2023-06-14T00:00:00.000Z,429023,91,Openbook
2023-06-14T00:00:00.000Z,4,3,Mercurial
2023-06-14T00:00:00.000Z,200,3,Saber
2023-06-14T00:00:00.000Z,1899386,11310,Jupiter Aggregator
2023-06-14T00:00:00.000Z,45,3,Step Finance
2023-03-10,238,37,Serum
2023-03-10,82393,2,GooseFX
2023-03-10,53,3,Step Finance
2023-03-10,13,13,Mercurial
2023-03-10,22794,1214,Orca
2023-03-10,1513,30,Aldrin
2023-03-10,39460,1507,Raydium
2023-03-10,11633,7865,Stepn
2023-03-10,1469718,184,Openbook
2023-03-10,407,15,Saber
2023-03-10,260864,11083,Jupiter Aggregator
2023-03-10,2607,8,Lifinity
2023-03-10,5,2,Invariant
2023-01-28,150681,4453,Raydium
2023-01-28,2895,45,Aldrin
2023-01-28,44,4,Step Finance
2023-01-28,93,5,Lifinity
2023-01-28,1,1,Mango Markets
2023-01-28,12457,1289,Orca
2023-01-28,1,1,Cykura
2023-01-28,63,14,Saber
2023-01-28,304,94,Serum
2023-01-28,27,21,Mercurial
2023-01-28,12,5,Invariant
2023-01-28,82455,1,GooseFX
2023-01-28,186181,13222,Jupiter Aggregator
2023-01-28,11232,7568,Stepn
2023-01-28,868366,316,Openbook
2022-09-28,47810,27947,Stepn
2022-09-28,14706,1446,Orca
2022-09-28,164,3,Step Finance
2022-09-28,5274,82,Aldrin
2022-09-28,256,3,Invariant
2022-09-28,3,3,Crema
2022-09-28,97199,9790,Jupiter Aggregator
2022-09-28,931,7,Lifinity
2022-09-28,4,1,Cykura
2022-09-28,2754954,438,Mango Markets
2022-09-28,81620,13,GooseFX
2022-09-28,4899697,536,Serum
2022-09-28,342,23,Saber
2022-09-28,62790,2354,Raydium
2022-09-28,89,33,Mercurial
2023-01-20,836492,273,Openbook
2023-01-20,761,125,Serum
2023-01-20,18041,1662,Orca
2023-01-20,33,3,Cykura
2023-01-20,3669,58,Aldrin
2023-01-20,151,4,Lifinity
2023-01-20,14173,9890,Stepn
2023-01-20,208836,18834,Jupiter Aggregator
2023-01-20,122,5,Step Finance
2023-01-20,100173,6045,Raydium
2023-01-20,29,20,Mercurial
2023-01-20,138,19,Saber
2023-01-20,81244,4,GooseFX
2022-09-29,273,5,Invariant
2022-09-29,2108631,415,Mango Markets
2022-09-29,29,23,Mercurial
2022-09-29,7,2,Cykura
2022-09-29,4935,82,Aldrin
2022-09-29,930,7,Lifinity
2022-09-29,7967767,1589,Serum
2022-09-29,111840,9602,Jupiter Aggregator
2022-09-29,39123,22865,Stepn
2022-09-29,15171,1427,Orca
2022-09-29,227,6,Step Finance
2022-09-29,81662,11,GooseFX
2022-09-29,258,26,Saber
2022-09-29,66949,2266,Raydium
2022-11-05,290,27,Saber
2022-11-05,79168,2231,Raydium
2022-11-05,4657,9,Lifinity
2022-11-05,5673,80,Aldrin
2022-11-05,40771,27993,Stepn
2022-11-05,3726845,799,Serum
2022-11-05,67318,5,GooseFX
2022-11-05,52,33,Mercurial
2022-11-05,2,2,Cykura
2022-11-05,59,5,Step Finance
2022-11-05,27,4,Mango Markets
2022-11-05,182492,11139,Jupiter Aggregator
2022-11-05,381,8,Invariant
2022-11-05,22644,1514,Orca
2023-06-28T00:00:00.000Z,59491,866,Orca
2023-06-28T00:00:00.000Z,1,1,Invariant
2023-06-28T00:00:00.000Z,488,8,Saber
2023-06-28T00:00:00.000Z,61,19,Serum
2023-06-28T00:00:00.000Z,3,1,Cykura
2023-06-28T00:00:00.000Z,2,1,Mango Markets
2023-06-28T00:00:00.000Z,381866,89,Openbook
2023-06-28T00:00:00.000Z,2132777,6740,Jupiter Aggregator
2023-06-28T00:00:00.000Z,1094,8,Aldrin
2023-06-28T00:00:00.000Z,218,1,GooseFX
2023-06-28T00:00:00.000Z,613,3,Lifinity
2023-06-28T00:00:00.000Z,74131,1125,Raydium
2023-06-28T00:00:00.000Z,3,2,Mercurial
2023-06-28T00:00:00.000Z,6224,4102,Stepn
2023-06-28T00:00:00.000Z,105,3,Step Finance
2022-11-30,84479,3,GooseFX
2022-11-30,7445,845,Orca
2022-11-30,230,24,Saber
2022-11-30,2566,62,Aldrin
2022-11-30,91,3,Step Finance
2022-11-30,129694,7686,Jupiter Aggregator
2022-11-30,29,22,Mercurial
2022-11-30,16185,1244,Raydium
2022-11-30,442027,82,Openbook
2022-11-30,2,1,Cykura
2022-11-30,13700,9184,Stepn
2022-11-30,291,5,Lifinity
2022-11-30,6,3,Invariant
2022-11-30,4572,282,Serum
2023-06-30T00:00:00.000Z,652,3,Saber
2023-06-30T00:00:00.000Z,31,4,Invariant
2023-06-30T00:00:00.000Z,83,25,Serum
2023-06-30T00:00:00.000Z,5,4,Mercurial
2023-06-30T00:00:00.000Z,845,7,Aldrin
2023-06-30T00:00:00.000Z,233,1,GooseFX
2023-06-30T00:00:00.000Z,458485,100,Openbook
2023-06-30T00:00:00.000Z,4568172,7848,Jupiter Aggregator
2023-06-30T00:00:00.000Z,149149,1088,Orca
2023-06-30T00:00:00.000Z,6717,4518,Stepn
2023-06-30T00:00:00.000Z,2253,3,Lifinity
2023-06-30T00:00:00.000Z,445,3,Step Finance
2023-06-30T00:00:00.000Z,118869,1418,Raydium
2023-06-30T00:00:00.000Z,2,2,Mango Markets
2023-06-30T00:00:00.000Z,6,1,Cykura
2023-04-17,425,6,Step Finance
2023-04-17,31,13,Mercurial
2023-04-17,3,1,Invariant
2023-04-17,1649,29,Aldrin
2023-04-17,5,1,Mango Markets
2023-04-17,3063,4,Lifinity
2023-04-17,83581,1,GooseFX
2023-04-17,2783503,194,Openbook
2023-04-17,7490,5072,Stepn
2023-04-17,78974,1808,Orca
2023-04-17,335,58,Serum
2023-04-17,31245,1599,Raydium
2023-04-17,1613573,11109,Jupiter Aggregator
2023-04-17,224,5,Saber
2022-10-09,72,30,Saber
2022-10-09,13,2,Invariant
2022-10-09,41134,8198,Jupiter Aggregator
2022-10-09,44,5,Step Finance
2022-10-09,84156,1,GooseFX
2022-10-09,4303,74,Aldrin
2022-10-09,107,9,Lifinity
2022-10-09,53194,1968,Raydium
2022-10-09,2721060,287,Mango Markets
2022-10-09,7385,1062,Orca
2022-10-09,30053,18090,Stepn
2022-10-09,4,4,Crema
2022-10-09,9500616,478,Serum
2022-10-09,12,6,Cykura
2022-10-09,41,29,Mercurial
2023-01-27,426,116,Serum
2023-01-27,14369,1447,Orca
2023-01-27,56,5,Step Finance
2023-01-27,12,2,Mango Markets
2023-01-27,195456,15576,Jupiter Aggregator
2023-01-27,869845,338,Openbook
2023-01-27,86,7,Lifinity
2023-01-27,81638,2,GooseFX
2023-01-27,3082,47,Aldrin
2023-01-27,12,3,Invariant
2023-01-27,80,10,Saber
2023-01-27,158926,4549,Raydium
2023-01-27,2,2,Cykura
2023-01-27,39,15,Mercurial
2023-01-27,16655,12011,Stepn
2022-11-14,25593,954,Serum
2022-11-14,6,3,Cykura
2022-11-14,15598,2210,Raydium
2022-11-14,20259,1127,Orca
2022-11-14,57,31,Mercurial
2022-11-14,18412,12489,Stepn
2022-11-14,80397,31,Openbook
2022-11-14,171,5,Step Finance
2022-11-14,3113,34,Saber
2022-11-14,5482,7,Lifinity
2022-11-14,80,5,Invariant
2022-11-14,29,9,Mango Markets
2022-11-14,497792,8495,Jupiter Aggregator
2022-11-14,82389,5,GooseFX
2022-11-14,6377,77,Aldrin
2022-09-21,2,2,Crema
2022-09-21,4521,97,Aldrin
2022-09-21,79922,1,GooseFX
2022-09-21,152537,10500,Jupiter Aggregator
2022-09-21,167,23,Mercurial
2022-09-21,119,10,Cykura
2022-09-21,80012,2528,Raydium
2022-09-21,7084708,634,Serum
2022-09-21,866,13,Lifinity
2022-09-21,240,37,Saber
2022-09-21,21843,14328,Stepn
2022-09-21,69,5,Step Finance
2022-09-21,501,3,Invariant
2022-09-21,2319306,565,Mango Markets
2022-09-21,15090,1439,Orca
2023-06-07T00:00:00.000Z,6979,4873,Stepn
2023-06-07T00:00:00.000Z,142,5,Saber
2023-06-07T00:00:00.000Z,1466895,109,Openbook
2023-06-07T00:00:00.000Z,3,3,Mercurial
2023-06-07T00:00:00.000Z,873,19,Aldrin
2023-06-07T00:00:00.000Z,2147050,6940,Jupiter Aggregator
2023-06-07T00:00:00.000Z,94578,1552,Raydium
2023-06-07T00:00:00.000Z,224,1,GooseFX
2023-06-07T00:00:00.000Z,4,1,Crema
2023-06-07T00:00:00.000Z,1077,4,Lifinity
2023-06-07T00:00:00.000Z,3,1,Invariant
2023-06-07T00:00:00.000Z,43753,1149,Orca
2023-06-07T00:00:00.000Z,56,3,Step Finance
2023-06-07T00:00:00.000Z,96,42,Serum
2023-03-07,10911,7291,Stepn
2023-03-07,16,12,Mercurial
2023-03-07,109,49,Serum
2023-03-07,14,3,Step Finance
2023-03-07,2229,47,Aldrin
2023-03-07,864002,171,Openbook
2023-03-07,43,9,Saber
2023-03-07,148113,9416,Jupiter Aggregator
2023-03-07,24373,1489,Raydium
2023-03-07,1,1,Mango Markets
2023-03-07,364,7,Lifinity
2023-03-07,14323,1078,Orca
2023-03-07,3,2,Invariant
2023-03-07,81933,1,GooseFX
2022-11-04,3679,7,Lifinity
2022-11-04,29,3,Step Finance
2022-11-04,65911,1767,Raydium
2022-11-04,192,34,Saber
2022-11-04,5031,88,Aldrin
2022-11-04,772,7,Invariant
2022-11-04,18749,1196,Orca
2022-11-04,40,27,Mercurial
2022-11-04,17023,11072,Stepn
2022-11-04,21,2,Mango Markets
2022-11-04,5256383,822,Serum
2022-11-04,82982,3,GooseFX
2022-11-04,1,1,Cykura
2022-11-04,138008,8524,Jupiter Aggregator
2022-09-23,1422,9,Lifinity
2022-09-23,243,48,Saber
2022-09-23,6003019,703,Serum
2022-09-23,81569,5,GooseFX
2022-09-23,39,6,Step Finance
2022-09-23,607,3,Invariant
2022-09-23,39,3,Cykura
2022-09-23,14285,1387,Orca
2022-09-23,5485,85,Aldrin
2022-09-23,66811,2241,Raydium
2022-09-23,182,30,Mercurial
2022-09-23,1,1,Crema
2022-09-23,135575,10000,Jupiter Aggregator
2022-09-23,19151,12701,Stepn
2022-09-23,3514838,462,Mango Markets
2023-07-21T00:00:00.000Z,308,3,Step Finance
2023-07-21T00:00:00.000Z,1864432,6788,Jupiter Aggregator
2023-07-21T00:00:00.000Z,117,32,Serum
2023-07-21T00:00:00.000Z,215,2,Aldrin
2023-07-21T00:00:00.000Z,288132,103,Openbook
2023-07-21T00:00:00.000Z,35,2,Invariant
2023-07-21T00:00:00.000Z,140,9,Saber
2023-07-21T00:00:00.000Z,50618,1019,Orca
2023-07-21T00:00:00.000Z,5465,3745,Stepn
2023-07-21T00:00:00.000Z,1,1,Mercurial
2023-07-21T00:00:00.000Z,26150,1314,Raydium
2023-07-21T00:00:00.000Z,1191,4,Lifinity
2023-07-19T00:00:00.000Z,174,7,Aldrin
2023-07-19T00:00:00.000Z,75239,1323,Orca
2023-07-19T00:00:00.000Z,184,123,Serum
2023-07-19T00:00:00.000Z,5723,3906,Stepn
2023-07-19T00:00:00.000Z,402968,119,Openbook
2023-07-19T00:00:00.000Z,1,1,Mango Markets
2023-07-19T00:00:00.000Z,48,2,Step Finance
2023-07-19T00:00:00.000Z,116,6,Saber
2023-07-19T00:00:00.000Z,4,2,Invariant
2023-07-19T00:00:00.000Z,1,1,Cykura
2023-07-19T00:00:00.000Z,27676,1254,Raydium
2023-07-19T00:00:00.000Z,2715761,7349,Jupiter Aggregator
2023-07-19T00:00:00.000Z,2276,4,Lifinity
2023-07-19T00:00:00.000Z,2,1,Mercurial
2022-12-22,156739,7318,Jupiter Aggregator
2022-12-22,5,2,Invariant
2022-12-22,77,6,Lifinity
2022-12-22,61,4,Step Finance
2022-12-22,2770,44,Aldrin
2022-12-22,14988,10594,Stepn
2022-12-22,925,153,Serum
2022-12-22,4136,665,Orca
2022-12-22,25504,1065,Raydium
2022-12-22,89,18,Saber
2022-12-22,394487,76,Openbook
2022-12-22,25,16,Mercurial
2022-12-22,85422,1,GooseFX
2023-07-05T00:00:00.000Z,294,1,GooseFX
2023-07-05T00:00:00.000Z,35949,1137,Raydium
2023-07-05T00:00:00.000Z,412,7,Lifinity
2023-07-05T00:00:00.000Z,3237,5,Aldrin
2023-07-05T00:00:00.000Z,4,3,Mercurial
2023-07-05T00:00:00.000Z,109,31,Serum
2023-07-05T00:00:00.000Z,302393,90,Openbook
2023-07-05T00:00:00.000Z,7716,4977,Stepn
2023-07-05T00:00:00.000Z,4,1,Mango Markets
2023-07-05T00:00:00.000Z,25,3,Step Finance
2023-07-05T00:00:00.000Z,32875,823,Orca
2023-07-05T00:00:00.000Z,1,1,Cykura
2023-07-05T00:00:00.000Z,1671409,6042,Jupiter Aggregator
2023-07-05T00:00:00.000Z,4359,5,Saber
2023-07-05T00:00:00.000Z,12,4,Invariant
2023-03-14,540,11,Saber
2023-03-14,2220,39,Aldrin
2023-03-14,22154,1174,Orca
2023-03-14,36498,1543,Raydium
2023-03-14,2030,4,Step Finance
2023-03-14,510,41,Serum
2023-03-14,3,1,Invariant
2023-03-14,12258,7967,Stepn
2023-03-14,30,17,Mercurial
2023-03-14,5873,5,Lifinity
2023-03-14,694598,164,Openbook
2023-03-14,5646323,10261,Jupiter Aggregator
2023-03-14,2,2,Mango Markets
2023-03-14,83449,2,GooseFX
2022-11-07,200584,9983,Jupiter Aggregator
2022-11-07,4958,74,Aldrin
2022-11-07,44,28,Mercurial
2022-11-07,46,5,Mango Markets
2022-11-07,42,3,Step Finance
2022-11-07,1291,5,Invariant
2022-11-07,3320,16,Lifinity
2022-11-07,24684,16851,Stepn
2022-11-07,82581,6,GooseFX
2022-11-07,20559,1386,Orca
2022-11-07,516,31,Saber
2022-11-07,5431559,871,Serum
2022-11-07,66478,2026,Raydium
2023-01-02,6,1,Invariant
2023-01-02,34543,1820,Raydium
2023-01-02,393887,24973,Jupiter Aggregator
2023-01-02,36,22,Mercurial
2023-01-02,84018,3,GooseFX
2023-01-02,2318,693,Serum
2023-01-02,12082,8261,Stepn
2023-01-02,2508,52,Aldrin
2023-01-02,1363632,218,Openbook
2023-01-02,142,7,Lifinity
2023-01-02,186,23,Saber
2023-01-02,132,4,Step Finance
2023-01-02,25951,3320,Orca
2022-11-29,83790,1,GooseFX
2022-11-29,15,2,Invariant
2022-11-29,3,1,Cykura
2022-11-29,244,28,Saber
2022-11-29,387000,69,Openbook
2022-11-29,5,2,Mango Markets
2022-11-29,38,4,Step Finance
2022-11-29,141643,7690,Jupiter Aggregator
2022-11-29,288,6,Lifinity
2022-11-29,12991,8803,Stepn
2022-11-29,5859,761,Orca
2022-11-29,3647,61,Aldrin
2022-11-29,37,27,Mercurial
2022-11-29,3954,271,Serum
2022-11-29,13895,1211,Raydium
2023-05-16,271,51,Serum
2023-05-16,23440,1215,Orca
2023-05-16,9,2,Mercurial
2023-05-16,6844,4619,Stepn
2023-05-16,294264,2937,Raydium
2023-05-16,1930,19,Aldrin
2023-05-16,620,4,Lifinity
2023-05-16,2001515,13342,Jupiter Aggregator
2023-05-16,14103,4,GooseFX
2023-05-16,416,4,Step Finance
2023-05-16,1809673,219,Openbook
2023-05-16,232,7,Saber
2023-06-27T00:00:00.000Z,6780,3988,Stepn
2023-06-27T00:00:00.000Z,82224,1157,Raydium
2023-06-27T00:00:00.000Z,444105,81,Openbook
2023-06-27T00:00:00.000Z,347,7,Saber
2023-06-27T00:00:00.000Z,10,1,Invariant
2023-06-27T00:00:00.000Z,1,1,Mango Markets
2023-06-27T00:00:00.000Z,3935,4,Lifinity
2023-06-27T00:00:00.000Z,56993,835,Orca
2023-06-27T00:00:00.000Z,1776489,12542,Jupiter Aggregator
2023-06-27T00:00:00.000Z,231,1,GooseFX
2023-06-27T00:00:00.000Z,1342,4,Aldrin
2023-06-27T00:00:00.000Z,57,3,Step Finance
2023-06-27T00:00:00.000Z,87,38,Serum
2023-02-13,250,77,Serum
2023-02-13,1,1,Cykura
2023-02-13,214180,11031,Jupiter Aggregator
2023-02-13,18860,1431,Orca
2023-02-13,103,14,Saber
2023-02-13,82328,1,GooseFX
2023-02-13,45779,2127,Raydium
2023-02-13,31,3,Invariant
2023-02-13,51,27,Mercurial
2023-02-13,76,3,Step Finance
2023-02-13,82,5,Lifinity
2023-02-13,10355,7055,Stepn
2023-02-13,943271,228,Openbook
2023-02-13,2375,27,Aldrin
2023-04-01,1951,26,Aldrin
2023-04-01,132,60,Serum
2023-04-01,798266,8905,Jupiter Aggregator
2023-04-01,176,5,Step Finance
2023-04-01,2244717,183,Openbook
2023-04-01,213,10,Saber
2023-04-01,24623,1295,Raydium
2023-04-01,1294,5,Lifinity
2023-04-01,14,6,Mercurial
2023-04-01,9136,6109,Stepn
2023-04-01,13160,907,Orca
2023-04-01,84888,1,GooseFX
2023-05-06,1,1,Cykura
2023-05-06,16915,1792,Orca
2023-05-06,81874,1,GooseFX
2023-05-06,337,8,Saber
2023-05-06,7929,5433,Stepn
2023-05-06,60,25,Invariant
2023-05-06,1952,24,Aldrin
2023-05-06,2444,4,Step Finance
2023-05-06,1029808,12198,Raydium
2023-05-06,2366390,371,Openbook
2023-05-06,385,69,Serum
2023-05-06,16,7,Mercurial
2023-05-06,591,5,Lifinity
2023-05-06,3652995,26469,Jupiter Aggregator
2023-04-15,9297,796,Orca
2023-04-15,1413230,123,Openbook
2023-04-15,14,11,Mercurial
2023-04-15,125,3,Step Finance
2023-04-15,13245,8427,Stepn
2023-04-15,162,9,Saber
2023-04-15,822402,7347,Jupiter Aggregator
2023-04-15,1526,20,Aldrin
2023-04-15,5,1,Invariant
2023-04-15,240,54,Serum
2023-04-15,3278,5,Lifinity
2023-04-15,26678,1235,Raydium
2023-04-15,84439,1,GooseFX
2023-03-19,1430,33,Aldrin
2023-03-19,121,6,Step Finance
2023-03-19,698045,169,Openbook
2023-03-19,40830,1403,Raydium
2023-03-19,1,1,Invariant
2023-03-19,3516,6,Lifinity
2023-03-19,12064,7947,Stepn
2023-03-19,102,45,Serum
2023-03-19,2634483,8769,Jupiter Aggregator
2023-03-19,16879,977,Orca
2023-03-19,85162,1,GooseFX
2023-03-19,12,10,Mercurial
2023-03-19,252,8,Saber
2022-09-18,105,32,Mercurial
2022-09-18,732,4,Lifinity
2022-09-18,320,3,Invariant
2022-09-18,2066,86,Aldrin
2022-09-18,9982,1305,Orca
2022-09-18,202,46,Saber
2022-09-18,80510,2,GooseFX
2022-09-18,78873,9273,Jupiter Aggregator
2022-09-18,9548451,579,Serum
2022-09-18,22179,15332,Stepn
2022-09-18,1,1,Crema
2022-09-18,9,4,Cykura
2022-09-18,59531,2144,Raydium
2022-09-18,2962454,425,Mango Markets
2022-09-18,53,9,Step Finance
2023-07-30T00:00:00.000Z,6,6,Mercurial
2023-07-30T00:00:00.000Z,354,6,Saber
2023-07-30T00:00:00.000Z,7,1,Invariant
2023-07-30T00:00:00.000Z,166,2,Step Finance
2023-07-30T00:00:00.000Z,269985,87,Openbook
2023-07-30T00:00:00.000Z,5844,4029,Stepn
2023-07-30T00:00:00.000Z,104,21,Serum
2023-07-30T00:00:00.000Z,56233,1096,Orca
2023-07-30T00:00:00.000Z,945340,8459,Jupiter Aggregator
2023-07-30T00:00:00.000Z,100,1,Aldrin
2023-07-30T00:00:00.000Z,375,5,Lifinity
2023-07-30T00:00:00.000Z,15758,2133,Raydium
2022-10-11,48,29,Mercurial
2022-10-11,186287,31186,Jupiter Aggregator
2022-10-11,32090,19269,Stepn
2022-10-11,8405774,774,Serum
2022-10-11,441,9,Lifinity
2022-10-11,4588,85,Aldrin
2022-10-11,1875436,639,Mango Markets
2022-10-11,159,33,Saber
2022-10-11,86937,4290,Raydium
2022-10-11,4,4,Crema
2022-10-11,82852,4,GooseFX
2022-10-11,150,18,Invariant
2022-10-11,198,5,Step Finance
2022-10-11,21,5,Cykura
2022-10-11,9733,1310,Orca
2023-03-22,23,8,Mercurial
2023-03-22,1,1,Cykura
2023-03-22,3690529,8522,Jupiter Aggregator
2023-03-22,2868631,192,Openbook
2023-03-22,2074,27,Aldrin
2023-03-22,73,39,Serum
2023-03-22,19126,988,Orca
2023-03-22,9361,6247,Stepn
2023-03-22,8,4,Invariant
2023-03-22,5585,5,Lifinity
2023-03-22,52525,1414,Raydium
2023-03-22,83782,1,GooseFX
2023-03-22,4137,5,Step Finance
2023-03-22,332,6,Saber
2023-02-15,11,10,Mercurial
2023-02-15,22,2,Step Finance
2023-02-15,1002334,256,Openbook
2023-02-15,232,53,Serum
2023-02-15,2746,30,Aldrin
2023-02-15,167220,12484,Jupiter Aggregator
2023-02-15,40875,2366,Raydium
2023-02-15,41,11,Saber
2023-02-15,10991,7449,Stepn
2023-02-15,17,1,Invariant
2023-02-15,152,4,Lifinity
2023-02-15,16062,1522,Orca
2023-02-15,81897,1,GooseFX
2023-02-15,1,1,Cykura
2023-06-03T00:00:00.000Z,70726,1686,Raydium
2023-06-03T00:00:00.000Z,5,5,Mercurial
2023-06-03T00:00:00.000Z,869,12,Aldrin
2023-06-03T00:00:00.000Z,23677,1014,Orca
2023-06-03T00:00:00.000Z,2656409,112,Openbook
2023-06-03T00:00:00.000Z,7984,5605,Stepn
2023-06-03T00:00:00.000Z,929841,11930,Jupiter Aggregator
2023-06-03T00:00:00.000Z,101,6,Saber
2023-06-03T00:00:00.000Z,226,1,GooseFX
2023-06-03T00:00:00.000Z,229,30,Serum
2023-06-03T00:00:00.000Z,877,6,Lifinity
2023-06-03T00:00:00.000Z,2125,4,Step Finance
2023-04-28,1687,29,Aldrin
2023-04-28,220,44,Serum
2023-04-28,24963,2442,Orca
2023-04-28,83196,2,GooseFX
2023-04-28,1,1,Cykura
2023-04-28,2,1,Invariant
2023-04-28,7829,5247,Stepn
2023-04-28,2182,7,Lifinity
2023-04-28,1010,17,Saber
2023-04-28,37001,1492,Raydium
2023-04-28,4115,3,Step Finance
2023-04-28,1758800,121,Openbook
2023-04-28,1425137,13466,Jupiter Aggregator
2023-04-28,16,7,Mercurial
2022-10-29,5085,61,Aldrin
2022-10-29,18963,12377,Stepn
2022-10-29,32,5,Mango Markets
2022-10-29,36,3,Step Finance
2022-10-29,56818,1671,Raydium
2022-10-29,83930,3,GooseFX
2022-10-29,99271,7281,Jupiter Aggregator
2022-10-29,57,32,Mercurial
2022-10-29,64,23,Saber
2022-10-29,24,5,Invariant
2022-10-29,18333,1076,Orca
2022-10-29,1648015,646,Serum
2022-10-29,3436,5,Lifinity
2023-01-26,82995,1,GooseFX
2023-01-26,2780,50,Aldrin
2023-01-26,264473,15578,Jupiter Aggregator
2023-01-26,50,3,Step Finance
2023-01-26,72,18,Saber
2023-01-26,1,1,Cykura
2023-01-26,15564,10340,Stepn
2023-01-26,2,2,Invariant
2023-01-26,4,2,Mango Markets
2023-01-26,351,120,Serum
2023-01-26,109,5,Lifinity
2023-01-26,949283,426,Openbook
2023-01-26,131904,4744,Raydium
2023-01-26,37,21,Mercurial
2023-01-26,16992,1581,Orca
2023-05-20,151171,2585,Raydium
2023-05-20,9,2,Mercurial
