Mint,Collection,Name,Id,Image,Howrare Url,Rank,Attribute count,Attribute count Rarity,Gender,Gender Rarity,Type,Type Rarity,Expression,Expression Rarity,Hat,Hat Rarity,Eyes,Eyes Rarity,Clothing,Clothing Rarity,Background,Background Rarity,Hair,Hair Rarity,Mustache,Mustache Rarity,Smoking,Smoking Rarity,Smoke,Smoke Rarity,Effort,Effort Rarity,Mouth,Mouth Rarity,Hand,Hand Rarity,Glove,Glove Rarity,Back,Back Rarity,Necklace,Necklace Rarity,howrare.is Rank,trait_normalized Rank,statistical_rarity Rank
AfBTgwG2LFagphwKn14FJq6rcRafSrFPK1g6YJD3V3pg,Mad Lads,Mad Lads #217,217,https://madlads.s3.us-west-2.amazonaws.com/images/217.png,https://howrare.is/madlads/217,945,8,13.51,Female,9.60,Android,9.09,Mad,8.81,None,68.34,Android,9.09,Milkmaid Dress,0.62,Pink,9.54,Bombshell White,0.47,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,945,1480,898
7Ni5yAaDwEsuNHamXAqMoCJTcGk18ag7gCHNfqJqTM4g,Mad Lads,Mad Lads #9692,9692,https://madlads.s3.us-west-2.amazonaws.com/images/9692.png,https://howrare.is/madlads/9692,946,10,8.83,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Coral Detective,0.59,Blue,9.70,Brown Messy,4.54,None,95.84,None,82.76,Solana,1.17,None,95.34,None,90.51,Cigarette,3.03,Yellow,1.95,None,96.86,None,99.91,946,875,219
HvRtPAWqNxHm72sLYspaPV7MuuNd5VX3DMEXFLa7d5uk,Mad Lads,Mad Lads #5023,5023,https://madlads.s3.us-west-2.amazonaws.com/images/5023.png,https://howrare.is/madlads/5023,947,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Green,17.48,Blouse,0.56,Purple,9.67,Bombshell White,0.47,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,947,1551,1791
5Uqp3UwFrPPywcsZGePD87dgnWnQzcZuEZnseCg3JwJN,Mad Lads,Mad Lads #577,577,https://madlads.s3.us-west-2.amazonaws.com/images/577.png,https://howrare.is/madlads/577,948,10,8.83,Male,85.74,Light,53.41,Serious,19.55,None,68.34,Blue,17.10,Galaxy Dapper Coat,0.32,Yellow,9.28,Kent,4.18,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Yellow,1.95,None,96.86,None,99.91,948,2103,1284
3XiHRJvjX7qeQ3r9ummkrVHTtNDzeBqQzobHTmPx4dGD,Mad Lads,Mad Lads #2873,2873,https://madlads.s3.us-west-2.amazonaws.com/images/2873.png,https://howrare.is/madlads/2873,949,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Blue,17.10,Frida Top,0.39,Orange,9.44,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,949,2209,1597
3gMYKxZR6eP9yVoGHzfyCh3oCtsGS7jVku8phmHmZDyW,Mad Lads,Mad Lads #8022,8022,https://madlads.s3.us-west-2.amazonaws.com/images/8022.png,https://howrare.is/madlads/8022,950,9,22.75,Male,85.74,Light,53.41,Joy,15.37,Galaxy Beret,0.33,Closed,15.98,Fancy Overall,2.26,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Jericho,1.36,Brown,13.48,None,96.86,None,99.91,950,435,1687
xEgFBywJJtA8Ekv3G4oN1fGGXGYWmYUTMivXxn6jaET,Mad Lads,Mad Lads #1730,1730,https://madlads.s3.us-west-2.amazonaws.com/images/1730.png,https://howrare.is/madlads/1730,951,7,45.79,Male,85.74,Light,53.41,Smile,14.84,Galaxy Trilby,0.28,Possessed,2.62,Miami Detective,2.62,Yellow,9.28,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,951,506,4501
RPXpp2SqtxzD1F3k4rm4ccgF1FQ9CEKkxqLQEXaCbRA,Mad Lads,Mad Lads #3084,3084,https://madlads.s3.us-west-2.amazonaws.com/images/3084.png,https://howrare.is/madlads/3084,952,7,45.79,Male,85.74,Light,53.41,Mad,8.81,Galaxy Trilby,0.28,Brown,16.77,Winter Battlegear,1.54,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,952,524,4942
ERSUy6Unk8zQrsGfWg7NtJcZEVoPxM6fMsCkwe7fVYGP,Mad Lads,Mad Lads #470,470,https://madlads.s3.us-west-2.amazonaws.com/images/470.png,https://howrare.is/madlads/470,952,7,45.79,Male,85.74,Android,9.09,Android,8.22,Galaxy Trilby,0.28,Android,9.09,Lads Jersey,2.00,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,952,499,3548
pakSLrdTugBBBzYguNJFRFxnrRXZ6RWms8wDW7JF3b4,Mad Lads,Mad Lads #2378,2378,https://madlads.s3.us-west-2.amazonaws.com/images/2378.png,https://howrare.is/madlads/2378,954,8,13.51,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Brown,16.77,Seifuku,0.46,Red,9.85,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,954,1875,2352
GhbbZLLXsa7NFRb1uHyc14JLuJRbVbfciuuqWdiMtf7B,Mad Lads,Mad Lads #1152,1152,https://madlads.s3.us-west-2.amazonaws.com/images/1152.png,https://howrare.is/madlads/1152,955,8,13.51,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Archeologist,0.69,Red,9.85,Bob Red,0.41,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,955,1399,1820
BN7YFZ7Xy4DhrnUEYea8KX32sEgykFmeaDyX2DsSAPCF,Mad Lads,Mad Lads #8429,8429,https://madlads.s3.us-west-2.amazonaws.com/images/8429.png,https://howrare.is/madlads/8429,956,10,8.83,Male,85.74,Light,53.41,Serious,19.55,None,68.34,Blue,17.10,Solana Windsor,1.40,Yellow,9.28,Aviator,3.99,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Solana Cigar,0.37,Yellow,1.95,None,96.86,None,99.91,956,420,1111
BSEsK6tudurWo2t2jyYPSZHfMkBbWVvFSAVJLemqM9Wo,Mad Lads,Mad Lads #8312,8312,https://madlads.s3.us-west-2.amazonaws.com/images/8312.png,https://howrare.is/madlads/8312,957,7,45.79,Male,85.74,Android,9.09,Android,8.22,Galaxy Trilby,0.28,Android,9.09,Bloody Black Coat,2.06,Yellow,9.28,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,957,500,3568
BxrV7JQwGqYcfsRqoF3GCJSCD4tg2CyHaZDPBJdn1ozg,Mad Lads,Mad Lads #8969,8969,https://madlads.s3.us-west-2.amazonaws.com/images/8969.png,https://howrare.is/madlads/8969,958,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Blue,17.10,Black Rebel Jacket,0.37,Blue,9.70,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,958,2336,1636
G8SPQ1dzb3tLh3q2HTEsC1M5w318ugECJJtYhuMFpYwF,Mad Lads,Mad Lads #2463,2463,https://madlads.s3.us-west-2.amazonaws.com/images/2463.png,https://howrare.is/madlads/2463,959,9,22.75,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Dark Windsor,2.06,Violet,9.30,Vincent,0.54,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Eagle,0.83,Brown,13.48,None,96.86,None,99.91,959,720,528
4dSGebEzjZp9fbnTzPyNoL498brjF3x9LoiZFof7rC9V,Mad Lads,Mad Lads #343,343,https://madlads.s3.us-west-2.amazonaws.com/images/343.png,https://howrare.is/madlads/343,960,11,3.00,Male,85.74,Dark,27.93,Shocked,13.61,None,68.34,Blue,17.10,Dark Windsor,2.06,Violet,9.30,Galaxy French Crop,1.62,None,95.84,Cigarette,16.86,Gold,0.82,None,95.34,None,90.51,Peacemaker,0.66,Brown,13.48,None,96.86,None,99.91,960,472,483
ANvj8AddA4pEZvUsCWA1x6kkZ2FcWxCALgALUzfi53Kj,Mad Lads,Mad Lads #3295,3295,https://madlads.s3.us-west-2.amazonaws.com/images/3295.png,https://howrare.is/madlads/3295,961,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Blue,17.10,Blouse,0.56,Green,9.78,Blunt Bangs Blonde,0.48,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,961,1590,1798
EhPyqLrZqS78NK7Qw6LjJrCdkBGVM8jX6DnhzksDTqhx,Mad Lads,Mad Lads #3204,3204,https://madlads.s3.us-west-2.amazonaws.com/images/3204.png,https://howrare.is/madlads/3204,962,8,13.51,Female,9.60,Light,53.41,Joy,15.37,None,68.34,Closed,15.98,Blouse,0.56,White,9.43,Blunt Bangs Blonde,0.48,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,962,1608,1780
2LEZqvcbeCHPyJWWpuWkq8vJHCK1D3LT1MkqKFRyLi7M,Mad Lads,Mad Lads #3992,3992,https://madlads.s3.us-west-2.amazonaws.com/images/3992.png,https://howrare.is/madlads/3992,963,9,22.75,Female,9.60,Dark,27.93,Mad,8.81,Frida,0.74,Brown,16.77,Noir Dress,0.87,Purple,9.67,Braided,0.74,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,963,806,572
EyCV9Lc5ir5QxsLNxLgzZ6eYPs9FKzmJ23XKYpMaTkFz,Mad Lads,Mad Lads #6244,6244,https://madlads.s3.us-west-2.amazonaws.com/images/6244.png,https://howrare.is/madlads/6244,964,8,13.51,Male,85.74,Light,53.41,Albert,3.48,None,68.34,Hazel,3.48,Galaxy Three Piece,0.31,White,9.43,Grey Messy,4.08,White,3.48,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,964,3510,2446
6kWtJHdwSeQScuAyqkmy49GWRp74qpMzBA3jPYGhW4dv,Mad Lads,Mad Lads #4899,4899,https://madlads.s3.us-west-2.amazonaws.com/images/4899.png,https://howrare.is/madlads/4899,965,7,45.79,Male,85.74,Light,53.41,Mad,8.81,Galaxy Trilby,0.28,Green,17.48,Daredevil,1.62,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,965,526,5037
6mMQHUMmVihPaqvWCHRSEKmTq3VWe7PK3n3kvLL3J4v,Mad Lads,Mad Lads #734,734,https://madlads.s3.us-west-2.amazonaws.com/images/734.png,https://howrare.is/madlads/734,966,10,8.83,Male,85.74,Light,53.41,Mad,8.81,None,68.34,Blue,17.10,Bloody Pinstripes,1.57,Red,9.85,Kent,4.18,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Solana Cigar,0.37,Yellow,1.95,None,96.86,None,99.91,966,415,975
HRyLwyjDqHVCBUtiwpbWa4uVoucH8CauR7KzM3kQjHkL,Mad Lads,Mad Lads #2953,2953,https://madlads.s3.us-west-2.amazonaws.com/images/2953.png,https://howrare.is/madlads/2953,967,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Purple,0.80,General Uniform,3.11,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Romeo,2.14,Brown,13.48,None,96.86,None,99.91,967,1114,695
5N7ph4CcckdYPD5MHxD6XYEmBRfzT8DdsH1jwxv6D2Nd,Mad Lads,Mad Lads #6615,6615,https://madlads.s3.us-west-2.amazonaws.com/images/6615.png,https://howrare.is/madlads/6615,968,7,45.79,Male,85.74,Light,53.41,Serious,19.55,Galaxy Trilby,0.28,Brown,16.77,Revolutionary,1.48,Purple,9.67,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,968,529,5651
95U4j7D9nkzyekABsWoxKYd89VerQDRD1EdtaauhX9Vy,Mad Lads,Mad Lads #2386,2386,https://madlads.s3.us-west-2.amazonaws.com/images/2386.png,https://howrare.is/madlads/2386,969,8,13.51,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Green,17.48,Frida Top,0.39,Purple,9.67,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,969,2225,2399
FpC87EnNGGMudNdXFmmMew98A8N6x9EE2Hh1WMhgQRUN,Mad Lads,Mad Lads #9565,9565,https://madlads.s3.us-west-2.amazonaws.com/images/9565.png,https://howrare.is/madlads/9565,969,9,22.75,Male,85.74,Dark,27.93,Serious,19.55,Classic,1.43,Blue,17.10,Bloody Black Coat,2.06,Green,9.78,None,36.51,None,95.84,Golden Cigarette,0.38,Coral,2.41,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,969,369,1074
HDsfqZRgU3efbjFnropkiQjePJ5CaVV8Qwt6vadksU5R,Mad Lads,Mad Lads #8908,8908,https://madlads.s3.us-west-2.amazonaws.com/images/8908.png,https://howrare.is/madlads/8908,971,9,22.75,Male,85.74,Light,53.41,Smile,14.84,None,68.34,Blue,17.10,Classic,0.88,Yellow,9.28,Shaggy,0.66,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Peacemaker,0.66,Brown,13.48,None,96.86,None,99.91,971,734,1516
BzpzGdks3ASsAQYrr29wgWU1yd17vN7s9x76RmKJjWxB,Mad Lads,Mad Lads #3967,3967,https://madlads.s3.us-west-2.amazonaws.com/images/3967.png,https://howrare.is/madlads/3967,972,10,8.83,Male,85.74,Dark,27.93,Joy,15.37,Beanie,3.11,Closed,15.98,Bloody Pinstripes,1.57,Green,9.78,None,36.51,None,95.84,None,82.76,Coral,2.41,None,95.34,None,90.51,Solana Cigar,0.37,Brown,13.48,None,96.86,None,99.91,972,407,747
46MtF8D4LVcXnR1wqab64XPd5Gy5jGpHtJkqF6KgVjih,Mad Lads,Mad Lads #4292,4292,https://madlads.s3.us-west-2.amazonaws.com/images/4292.png,https://howrare.is/madlads/4292,973,10,8.83,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Blue,17.10,Luxe,0.49,White,9.43,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,Romeo,2.14,White,2.22,None,96.86,None,99.91,973,1097,410
kdEeFGZzdZFE2LSkB3oFwSAXuGNq1SnCvYg3YzHz9Sn,Mad Lads,Mad Lads #2353,2353,https://madlads.s3.us-west-2.amazonaws.com/images/2353.png,https://howrare.is/madlads/2353,974,8,13.51,Male,85.74,Light,53.41,Albert,3.48,None,68.34,Hazel,3.48,Galaxy Three Piece,0.31,Violet,9.30,Brown Messy,4.54,White,3.48,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,974,3554,2494
DdC7nHzsGXt9iM8uMdZPX8t8v94eFtm9BNsZg8MTr7F7,Mad Lads,Mad Lads #9002,9002,https://madlads.s3.us-west-2.amazonaws.com/images/9002.png,https://howrare.is/madlads/9002,975,8,13.51,Female,9.60,Dark,27.93,Mad,8.81,None,68.34,Green,17.48,Luxe,0.49,Grey,9.33,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,975,1837,1301
Ed1eD3NanipmosSV9xEXMSEzagPqkK6P1gvwg8iBfeHY,Mad Lads,Mad Lads #4407,4407,https://madlads.s3.us-west-2.amazonaws.com/images/4407.png,https://howrare.is/madlads/4407,976,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Noir Dress,0.87,Green,9.78,Long Blonde,0.38,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,976,1280,1633
C5wNCVNi6yFq45MNWAtDaFMo18zZG7jAepNQQ2grLpj2,Mad Lads,Mad Lads #7461,7461,https://madlads.s3.us-west-2.amazonaws.com/images/7461.png,https://howrare.is/madlads/7461,977,7,45.79,Male,85.74,Light,53.41,Joy,15.37,Galaxy Trilby,0.28,Closed,15.98,Bloody Pinstripes,1.57,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,977,528,5449
E7cfhE1QEmKD6pESsVhjC3uee5qJXf1f2dT52KdytEBs,Mad Lads,Mad Lads #5232,5232,https://madlads.s3.us-west-2.amazonaws.com/images/5232.png,https://howrare.is/madlads/5232,978,8,13.51,Female,9.60,Dark,27.93,Mad,8.81,None,68.34,Blue,17.10,Victorian Dress,0.38,Orange,9.44,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,978,2310,1349
54gRdySCcLMT8oGtwHC6oVGwMBmeABmgGE9DfrGSPawd,Mad Lads,Mad Lads #8009,8009,https://madlads.s3.us-west-2.amazonaws.com/images/8009.png,https://howrare.is/madlads/8009,979,9,22.75,Female,9.60,Light,53.41,Mad,8.81,Cloche,0.74,Green,17.48,Milkmaid Dress,0.62,Blue,9.70,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,979,943,688
5K9dGYAPao5ySagKcHYKTBq1ko2Hvamd8bDvYH4NqPYQ,Mad Lads,Mad Lads #4424,4424,https://madlads.s3.us-west-2.amazonaws.com/images/4424.png,https://howrare.is/madlads/4424,980,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Dark Three Piece,2.38,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Peacemaker,0.66,Brown,13.48,None,96.86,None,99.91,980,666,984
89He7sZBjtz9ERQH48cnUE32FZyRbnRZWHBuQow9NY3o,Mad Lads,Mad Lads #8471,8471,https://madlads.s3.us-west-2.amazonaws.com/images/8471.png,https://howrare.is/madlads/8471,981,10,8.83,Male,85.74,Light,53.41,Mad,8.81,Trilby,2.48,Brown,16.77,Galaxy Three Piece,0.31,Orange,9.44,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Brown,13.48,None,96.86,None,99.91,981,2485,1275
HrSLdv2pvDkeXaMPDwgAxgcUGonibzayYTZetdSqiQcn,Mad Lads,Mad Lads #5872,5872,https://madlads.s3.us-west-2.amazonaws.com/images/5872.png,https://howrare.is/madlads/5872,982,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Victorian Dress,0.38,Violet,9.30,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,982,2371,1634
6V8srwyGVfpWj6KZuBPehrwJC3FK6SKGnZVyaoZoov9r,Mad Lads,Mad Lads #1581,1581,https://madlads.s3.us-west-2.amazonaws.com/images/1581.png,https://howrare.is/madlads/1581,982,8,13.51,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Brown,16.77,Graphic Tee,0.45,Grey,9.33,Lovelace,0.63,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,982,2012,2353
DQR6FhoBdRSzM9rLNtAaZ3yrttzvWy5w9twGJEPvUjbQ,Mad Lads,Mad Lads #9857,9857,https://madlads.s3.us-west-2.amazonaws.com/images/9857.png,https://howrare.is/madlads/9857,982,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Blue,17.10,Bloody Dapper Coat,1.69,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Tommygun,0.75,Brown,13.48,None,96.86,None,99.91,982,706,935
7fCC6TzAV58svkfKxzX1sPAvQAD6gKQpaDjbFSbSGo2f,Mad Lads,Mad Lads #7592,7592,https://madlads.s3.us-west-2.amazonaws.com/images/7592.png,https://howrare.is/madlads/7592,985,6,1.33,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Blue,17.10,Milord,0.77,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,985,1554,4086
6xQmEMRTHacZ9RZnNd9ZRozdLsgDC2NC9yKVQG17QhGX,Mad Lads,Mad Lads #7421,7421,https://madlads.s3.us-west-2.amazonaws.com/images/7421.png,https://howrare.is/madlads/7421,985,6,1.33,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Milord,0.77,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,985,1555,4095
HxZdiwX4S9aW2bbX71oeeqvqwi8BPLzra2YMQzWTdzzi,Mad Lads,Mad Lads #3,3,https://madlads.s3.us-west-2.amazonaws.com/images/3.png,https://howrare.is/madlads/3,987,11,3.00,Male,85.74,Light,53.41,Shocked,13.61,Gambler,3.22,Green,17.48,Tattoo Lads Jersey,1.36,Green,9.78,None,36.51,None,95.84,Cigarette,16.86,Gold,0.82,None,95.34,None,90.51,Peacemaker,0.66,Brown,13.48,None,96.86,None,99.91,987,475,521
3ruUHMVsPxmCzY2RjxpXQzcdJaSFx3dzWhTk8TEv7Y9f,Mad Lads,Mad Lads #4070,4070,https://madlads.s3.us-west-2.amazonaws.com/images/4070.png,https://howrare.is/madlads/4070,988,8,13.51,Female,9.60,Dark,27.93,Smile,14.84,None,68.34,Blue,17.10,Noir Dress,0.87,Grey,9.33,Long Blonde,0.38,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,988,1306,1579
3RGZF9FaPHJbr5ErqmmoTbe8oqK8UFFgjBjjy1jokPmn,Mad Lads,Mad Lads #7067,7067,https://madlads.s3.us-west-2.amazonaws.com/images/7067.png,https://howrare.is/madlads/7067,989,10,8.83,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Poncho,2.30,Red,9.85,Soft Punk,4.42,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Solana Cigar,0.37,Brown,13.48,None,96.86,None,99.91,989,466,545
8P7tHaLqdVKRjeA9qTwwZse8Bn2hPjD4j3MkQqGE4HbC,Mad Lads,Mad Lads #7499,7499,https://madlads.s3.us-west-2.amazonaws.com/images/7499.png,https://howrare.is/madlads/7499,990,10,8.83,Male,85.74,Android,9.09,Android,8.22,Beanie,3.11,Android,9.09,Galaxy Dapper Coat,0.32,Orange,9.44,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigar,2.91,Brown,13.48,None,96.86,None,99.91,990,2470,783
421p1zokQFcjRbr6CYFsvLPx4Tb46tP6zbtNYe7n4biY,Mad Lads,Mad Lads #6208,6208,https://madlads.s3.us-west-2.amazonaws.com/images/6208.png,https://howrare.is/madlads/6208,991,7,45.79,Male,85.74,Light,53.41,Smile,14.84,Galaxy Trilby,0.28,Blue,17.10,Bloody Dapper Coat,1.69,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,991,530,5503
9uAHGvrpxCWPrPWbFV4vXjKwoBo7rDVC8QVMhkZyRnDM,Mad Lads,Mad Lads #4930,4930,https://madlads.s3.us-west-2.amazonaws.com/images/4930.png,https://howrare.is/madlads/4930,991,9,22.75,Female,9.60,Light,53.41,Serious,19.55,Frida,0.74,Green,17.48,Noir Dress,0.87,Violet,9.30,Braided,0.74,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,991,814,800
3M9UdJnCsrYvBuCLLB5LFcGL44wbdghSHSUbHFbJ1zFm,Mad Lads,Mad Lads #6408,6408,https://madlads.s3.us-west-2.amazonaws.com/images/6408.png,https://howrare.is/madlads/6408,993,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Solana Tuxedo,1.44,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Python,0.82,Brown,13.48,None,96.86,None,99.91,993,739,924
4153oJAFhqRZFfFUwwSiF1jASs5BPTmPa56xGXQoQLMV,Mad Lads,Mad Lads #3732,3732,https://madlads.s3.us-west-2.amazonaws.com/images/3732.png,https://howrare.is/madlads/3732,994,6,1.33,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Don,0.78,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,994,1560,4103
7vjETXy5aUm4WwfnXSG2ik5v5HDdQJWiALeDhKyfS9gG,Mad Lads,Mad Lads #1654,1654,https://madlads.s3.us-west-2.amazonaws.com/images/1654.png,https://howrare.is/madlads/1654,995,9,22.75,Female,9.60,Light,53.41,Smile,14.84,Cloche,0.74,Blue,17.10,Milkmaid Dress,0.62,White,9.43,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,995,948,768
42ob4TPpPmdyg34hnQpwWmGWtAnYnkcsEgPmcA57UMkc,Mad Lads,Mad Lads #7639,7639,https://madlads.s3.us-west-2.amazonaws.com/images/7639.png,https://howrare.is/madlads/7639,995,9,22.75,Female,9.60,Light,53.41,Joy,15.37,Cloche,0.74,Closed,15.98,Milkmaid Dress,0.62,Pink,9.54,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,995,947,764
GFZFkE5f8UnzhgRQxiNuT6vNjJQk9DsXRbK7vHM1rT9C,Mad Lads,Mad Lads #5944,5944,https://madlads.s3.us-west-2.amazonaws.com/images/5944.png,https://howrare.is/madlads/5944,997,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Green,17.48,Noir Dress,0.87,White,9.43,Long Blonde,0.38,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,997,1324,1877
3JG67tm43zcVjewD63EK1F7R33auVdJps5rxzFifYctA,Mad Lads,Mad Lads #4905,4905,https://madlads.s3.us-west-2.amazonaws.com/images/4905.png,https://howrare.is/madlads/4905,998,8,13.51,Male,85.74,Dark,27.93,Albert,3.48,Galaxy Beret,0.33,Hazel,3.48,Tuxedo,3.07,Blue,9.70,None,36.51,White,3.48,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,998,531,1353
KXH8Yh6GrcrxBRNadciTsqiXvc6g4zVDQHYvLRfJUKt,Mad Lads,Mad Lads #6708,6708,https://madlads.s3.us-west-2.amazonaws.com/images/6708.png,https://howrare.is/madlads/6708,999,8,13.51,Female,9.60,Dark,27.93,Serious,19.55,None,68.34,Blue,17.10,Seifuku,0.46,Yellow,9.28,Lovelace,0.63,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,999,1991,1627
