Mint,Collection,Name,Id,Image,Howrare Url,Rank,Attribute count,Attribute count Rarity,Gender,Gender Rarity,Type,Type Rarity,Expression,Expression Rarity,Hat,Hat Rarity,Eyes,Eyes Rarity,Clothing,Clothing Rarity,Background,Background Rarity,Hair,Hair Rarity,Mustache,Mustache Rarity,Smoking,Smoking Rarity,Smoke,Smoke Rarity,Effort,Effort Rarity,Mouth,Mouth Rarity,Hand,Hand Rarity,Glove,Glove Rarity,Back,Back Rarity,Necklace,Necklace Rarity,howrare.is Rank,trait_normalized Rank,statistical_rarity Rank
HDQDmfKgoJPCh2L5HnVir7JyQwNd35ct7CTaMqwMGXzu,Mad Lads,Mad Lads #1331,1331,https://madlads.s3.us-west-2.amazonaws.com/images/1331.png,https://howrare.is/madlads/1331,1000,9,22.75,Female,9.60,Light,53.41,Serious,19.55,Cloche,0.74,Blue,17.10,Milkmaid Dress,0.62,Red,9.85,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1000,955,820
A79ummCZhGmSiNzoHr7Frna9s6yJJitCW91x7DQcJUMb,Mad Lads,Mad Lads #9814,9814,https://madlads.s3.us-west-2.amazonaws.com/images/9814.png,https://howrare.is/madlads/9814,1000,11,3.00,Male,85.74,Light,53.41,Serious,19.55,None,68.34,Brown,16.77,Milord,0.77,Red,9.85,Kent,4.18,Paintbrush,0.68,None,82.76,White,19.36,None,95.34,None,90.51,Cigarette,3.03,Yellow,1.95,None,96.86,None,99.91,1000,577,524
C7hdFERgD2wavpTAzhMht4j9ehwhPqqZoSUz5yQW4HiK,Mad Lads,Mad Lads #2956,2956,https://madlads.s3.us-west-2.amazonaws.com/images/2956.png,https://howrare.is/madlads/2956,1002,8,13.51,Female,9.60,Android,9.09,Serious,19.55,None,68.34,Android,9.09,Luxe,0.49,Purple,9.67,Lovelace,0.63,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1002,1867,1081
6wzaEPjHcTdQPM7yophm8roNdBS5kCFqXFXSiWwEfNqy,Mad Lads,Mad Lads #6530,6530,https://madlads.s3.us-west-2.amazonaws.com/images/6530.png,https://howrare.is/madlads/6530,1003,8,13.51,Female,9.60,Dark,27.93,Mad,8.81,None,68.34,Green,17.48,Frida Top,0.39,Blue,9.70,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1003,2328,1375
BezavExc5GV2omeUUiAVgoC3yM4yXkZdHSVPMNACwFxV,Mad Lads,Mad Lads #898,898,https://madlads.s3.us-west-2.amazonaws.com/images/898.png,https://howrare.is/madlads/898,1004,7,45.79,Male,85.74,Android,9.09,Android,8.22,None,68.34,Android,9.09,Galaxy Dapper Coat,0.32,Red,9.85,Blond Beard,1.22,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1004,3947,3833
GWDSExb3CKthJwWj56wiBTiKzHf9Tk7BQWsnf85xDQW1,Mad Lads,Mad Lads #8201,8201,https://madlads.s3.us-west-2.amazonaws.com/images/8201.png,https://howrare.is/madlads/8201,1005,9,22.75,Female,9.60,Android,9.09,Serious,19.55,Cloche,0.74,Android,9.09,Archeologist,0.69,Grey,9.33,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1005,897,486
J87H6aa37YqXWcBJ184KxM22jdz1Sc4aGyQbNxoq3wtr,Mad Lads,Mad Lads #9595,9595,https://madlads.s3.us-west-2.amazonaws.com/images/9595.png,https://howrare.is/madlads/9595,1006,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Blue,17.10,Classic,0.88,Red,9.85,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Jericho,1.36,Brown,13.48,None,96.86,None,99.91,1006,1079,934
2KGBr2teZuXmu5dFytZNBgjXbAbyZJ55uy2eBE1PSR5a,Mad Lads,Mad Lads #4077,4077,https://madlads.s3.us-west-2.amazonaws.com/images/4077.png,https://howrare.is/madlads/4077,1007,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,Galaxy Trilby,0.28,Blue,17.10,Dark Dapper Coat,2.35,Orange,9.44,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1007,495,3719
6rLqED9b1Z7gHEfdEHU2tqY9DJRPEdE3j3ifS15N6e3B,Mad Lads,Mad Lads #9946,9946,https://madlads.s3.us-west-2.amazonaws.com/images/9946.png,https://howrare.is/madlads/9946,1008,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,None,68.34,Van Gogh,3.55,Galaxy Dapper Coat,0.32,Blue,9.70,Samurai,4.23,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1008,3864,2622
7DNZvv3DDYCBpUheP61eLFyBfos45MPefYr69Y49bVMN,Mad Lads,Mad Lads #7887,7887,https://madlads.s3.us-west-2.amazonaws.com/images/7887.png,https://howrare.is/madlads/7887,1009,8,13.51,Male,85.74,Light,53.41,Van Gogh,3.55,None,68.34,Van Gogh,3.55,Galaxy Dapper Coat,0.32,Blue,9.70,French Crop,4.27,None,95.84,None,82.76,Van Gogh,3.55,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1009,3868,2626
C1es4aVH57UTUH6P1LQGf9gSvsUadu6tB4NNY214Px3g,Mad Lads,Mad Lads #3443,3443,https://madlads.s3.us-west-2.amazonaws.com/images/3443.png,https://howrare.is/madlads/3443,1010,8,13.51,Female,9.60,Galaxy,4.00,Smile,14.84,None,68.34,Galaxy,4.00,Rosa Dress,0.50,Violet,9.30,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1010,1904,742
6LhBiNpVaX3LAaUWNgGMRTJCa48DT5gFHzLpjYdN3mQ6,Mad Lads,Mad Lads #4577,4577,https://madlads.s3.us-west-2.amazonaws.com/images/4577.png,https://howrare.is/madlads/4577,1011,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,Galaxy Trilby,0.28,Brown,16.77,Fur-trimmed Jacket,2.43,Green,9.78,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1011,496,3750
2PycoBQcG783uHUZuQgJNsitKoBRpcTX37b2Tqn9yZjT,Mad Lads,Mad Lads #4529,4529,https://madlads.s3.us-west-2.amazonaws.com/images/4529.png,https://howrare.is/madlads/4529,1012,8,13.51,Female,9.60,Galaxy,4.00,Serious,19.55,None,68.34,Galaxy,4.00,Rosa Dress,0.50,Yellow,9.28,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1012,1896,785
CtJtaxCoVyCoG4K6rF1jhpvrPQoS1zHtnRVBb8Xs4mrj,Mad Lads,Mad Lads #6273,6273,https://madlads.s3.us-west-2.amazonaws.com/images/6273.png,https://howrare.is/madlads/6273,1013,7,45.79,Male,85.74,Android,9.09,Android,8.22,Galaxy Trilby,0.28,Android,9.09,Tuxedo,3.07,Green,9.78,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1013,503,3961
4VE21HvzofNXjZKm2R4vHPwG43jovjziCzpREdYKRFMk,Mad Lads,Mad Lads #2291,2291,https://madlads.s3.us-west-2.amazonaws.com/images/2291.png,https://howrare.is/madlads/2291,1014,7,45.79,Male,85.74,Light,53.41,Joy,15.37,Galaxy Trilby,0.28,Closed,15.98,Tattoo,1.94,Orange,9.44,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1014,534,5609
2cf9Q5zf7p5EFTEbBUHeTxgHMxKcL2XZN1cxixPFAq4V,Mad Lads,Mad Lads #1000,1000,https://madlads.s3.us-west-2.amazonaws.com/images/1000.png,https://howrare.is/madlads/1000,1014,7,45.79,Male,85.74,Android,9.09,Android,8.22,Beanie,3.11,Android,9.09,Galaxy Tuxedo,0.28,Pink,9.54,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1014,4388,3952
39WZ6hW6kKpNijzoB811eTnjL633VYvMQxVNZascEyrT,Mad Lads,Mad Lads #1863,1863,https://madlads.s3.us-west-2.amazonaws.com/images/1863.png,https://howrare.is/madlads/1863,1016,10,8.83,Male,85.74,Dark,27.93,Joy,15.37,Classic,1.43,Closed,15.98,Bloody Black Coat,2.06,Yellow,9.28,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Solana Cigar,0.37,Brown,13.48,None,96.86,None,99.91,1016,410,1050
EFHSqVRrkFXv3PBVLqLiUGuPpZs7SDgMmJ7JgeMNRYz3,Mad Lads,Mad Lads #3121,3121,https://madlads.s3.us-west-2.amazonaws.com/images/3121.png,https://howrare.is/madlads/3121,1017,7,45.79,Male,85.74,Light,53.41,Smile,14.84,Galaxy Trilby,0.28,Blue,17.10,Tattoo,1.94,Pink,9.54,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1017,535,5646
FvmkyHA59dVfuk8rViB41iV7deWNJw7N2crjsTHJE1k,Mad Lads,Mad Lads #1890,1890,https://madlads.s3.us-west-2.amazonaws.com/images/1890.png,https://howrare.is/madlads/1890,1018,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Starlet Dress,0.52,White,9.43,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1018,1871,1571
6hQpCfXpuKKkhonapLdc1VPZAXDZXAsoX1ri3YKNVacs,Mad Lads,Mad Lads #2989,2989,https://madlads.s3.us-west-2.amazonaws.com/images/2989.png,https://howrare.is/madlads/2989,1019,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,None,68.34,Galaxy,4.00,Galaxy Three Piece,0.31,Purple,9.67,Brown Messy,4.54,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1019,4527,2875
Dviqrv74wDtMQzxgNxxhicEVAKHWySoY6FbJWdgoaVUL,Mad Lads,Mad Lads #9416,9416,https://madlads.s3.us-west-2.amazonaws.com/images/9416.png,https://howrare.is/madlads/9416,1019,8,13.51,Female,9.60,Dark,27.93,Smile,14.84,None,68.34,Blue,17.10,Punk Rock Jacket,0.42,Red,9.85,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1019,2212,1577
5AYQ7hkn2ShbChfFpDkLxCv2M5ito8Y31Anbyk43D83L,Mad Lads,Mad Lads #6062,6062,https://madlads.s3.us-west-2.amazonaws.com/images/6062.png,https://howrare.is/madlads/6062,1021,9,22.75,Male,85.74,Dark,27.93,Smile,14.84,None,68.34,Green,17.48,Coral Detective,0.59,Green,9.78,Brown Beard,1.26,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Peacemaker,0.66,Brown,13.48,None,96.86,None,99.91,1021,892,1385
GykCheWASeXa7eq1PTWrDPxSvjwtc4iD5xKmaw28o1nv,Mad Lads,Mad Lads #32,32,https://madlads.s3.us-west-2.amazonaws.com/images/32.png,https://howrare.is/madlads/32,1022,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Frida Top,0.39,Red,9.85,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1022,2385,2346
GV5WJ6Z56VzDLasMV1VnHZCx5pswqRiMUJai5sCmKvz4,Mad Lads,Mad Lads #4619,4619,https://madlads.s3.us-west-2.amazonaws.com/images/4619.png,https://howrare.is/madlads/4619,1023,10,8.83,Male,85.74,Light,53.41,Ai,1.91,None,68.34,Ai,1.91,Bloody Dapper Coat,1.69,Green,9.78,Brown Beard,1.26,None,95.84,None,82.76,Solana,1.17,None,95.34,None,90.51,Cigar,2.91,Yellow,1.95,None,96.86,None,99.91,1023,773,301
2MfKQM4Sewgz5s9dEZv7LETXijuCV7TLDbTM6jW3yQmR,Mad Lads,Mad Lads #749,749,https://madlads.s3.us-west-2.amazonaws.com/images/749.png,https://howrare.is/madlads/749,1024,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Bloody Dapper Coat,1.69,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Python,0.82,Brown,13.48,None,96.86,None,99.91,1024,742,961
9ztrsxdSEfzD3AgCpHnf9aQYRgw9SugSJeAVChnYr1rM,Mad Lads,Mad Lads #6733,6733,https://madlads.s3.us-west-2.amazonaws.com/images/6733.png,https://howrare.is/madlads/6733,1025,9,22.75,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Blue,17.10,Buster,2.55,Purple,9.67,Long Wavy Brunette,0.34,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,Backpack,2.55,None,99.91,1025,811,973
FAYb9fTtieHiL2LPxRS1i5N2K4YikW28V6c4t5cas45f,Mad Lads,Mad Lads #8306,8306,https://madlads.s3.us-west-2.amazonaws.com/images/8306.png,https://howrare.is/madlads/8306,1026,8,13.51,Female,9.60,Dark,27.93,Serious,19.55,None,68.34,Brown,16.77,Punk Rock Jacket,0.42,White,9.43,Short Silver,0.77,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1026,2238,1702
GUWC8RrJqiqmCMmMvtDKiLftF5JMe8h1Y7CpHNdiYtZA,Mad Lads,Mad Lads #7691,7691,https://madlads.s3.us-west-2.amazonaws.com/images/7691.png,https://howrare.is/madlads/7691,1027,8,13.51,Male,85.74,Android,9.09,Android,8.22,Galaxy Beret,0.33,Android,9.09,Buster,2.55,Orange,9.44,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,Backpack,2.55,None,99.91,1027,487,1414
HzYygMmA7STEZJZRzAVHVtoUumFqEjL1mN6bayAdvq24,Mad Lads,Mad Lads #7450,7450,https://madlads.s3.us-west-2.amazonaws.com/images/7450.png,https://howrare.is/madlads/7450,1028,8,13.51,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Blue,17.10,Frida Top,0.39,Pink,9.54,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1028,2394,2441
G3nEdTzAvPvSuj2Z5oSSiMN42NayQDZvkC3usMrnGaTi,Mad Lads,Mad Lads #4221,4221,https://madlads.s3.us-west-2.amazonaws.com/images/4221.png,https://howrare.is/madlads/4221,1029,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Blue,17.10,Luxe,0.49,White,9.43,Lovelace,0.63,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1029,2022,1609
415kjhL16cwkkdzW4sAoimLY8YwMR2Z7ikTi5QFnUwDi,Mad Lads,Mad Lads #8322,8322,https://madlads.s3.us-west-2.amazonaws.com/images/8322.png,https://howrare.is/madlads/8322,1030,8,13.51,Female,9.60,Light,53.41,Serious,19.55,None,68.34,Green,17.48,Frida Top,0.39,Violet,9.30,Pig Tails,0.89,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1030,2412,2458
WTryQH527TEGi6rWJJkimTADyAb2PMitzRfgyUxsUJG,Mad Lads,Mad Lads #9962,9962,https://madlads.s3.us-west-2.amazonaws.com/images/9962.png,https://howrare.is/madlads/9962,1031,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Brown,16.77,Milkmaid Dress,0.62,Grey,9.33,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1031,1689,1584
2Dis92ns6aak2dFrAimsagDtJ3CJ1LeDFP45ogGWHnba,Mad Lads,Mad Lads #239,239,https://madlads.s3.us-west-2.amazonaws.com/images/239.png,https://howrare.is/madlads/239,1032,7,45.79,Male,85.74,Light,53.41,Serious,19.55,Galaxy Trilby,0.28,Blue,17.10,Metal,2.05,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1032,540,5968
6eJNK962SSDF7EHLvNeyoj9CMvGB32kgDYGzHiKubhW1,Mad Lads,Mad Lads #2747,2747,https://madlads.s3.us-west-2.amazonaws.com/images/2747.png,https://howrare.is/madlads/2747,1033,10,8.83,Male,85.74,Light,53.41,Smile,14.84,Trilby,2.48,Snake,2.56,Dark Three Piece,2.38,Red,9.85,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Solana Cigar,0.37,Brown,13.48,None,96.86,None,99.91,1033,459,942
EXDyWjC3ivGcN1uB1FzHaYTEqPtpJrb51Z47tAds9YF1,Mad Lads,Mad Lads #8298,8298,https://madlads.s3.us-west-2.amazonaws.com/images/8298.png,https://howrare.is/madlads/8298,1034,7,45.79,Male,85.74,Light,53.41,Joy,15.37,Galaxy Trilby,0.28,Closed,15.98,Detective,2.17,Pink,9.54,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1034,538,5724
3nyRgRzU4eXgJaJaN98DY3As6cJEGMgTjFDbtPPmxFn6,Mad Lads,Mad Lads #8723,8723,https://madlads.s3.us-west-2.amazonaws.com/images/8723.png,https://howrare.is/madlads/8723,1035,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Green,17.48,Noir Dress,0.87,Pink,9.54,Dragon Bangs,0.40,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1035,1378,2351
GmU1eAWkv6P9acPt3aBVDk1MDB93zA7H3bfJ4b4eDAAa,Mad Lads,Mad Lads #9055,9055,https://madlads.s3.us-west-2.amazonaws.com/images/9055.png,https://howrare.is/madlads/9055,1036,10,8.83,Male,85.74,Light,53.41,Joy,15.37,Anchor Homburg,3.54,Closed,15.98,Galaxy Three Piece,0.31,Green,9.78,None,36.51,None,95.84,None,82.76,White,19.36,None,95.34,None,90.51,Cigar,2.91,Brown,13.48,None,96.86,None,99.91,1036,2700,1617
8F8z1JgJomUhTJKGYfPUVptkRA7y5AJXR5mCxAoA92Ay,Mad Lads,Mad Lads #9045,9045,https://madlads.s3.us-west-2.amazonaws.com/images/9045.png,https://howrare.is/madlads/9045,1037,9,22.75,Female,9.60,Light,53.41,Mad,8.81,Cloche,0.74,Blue,17.10,Archeologist,0.69,Blue,9.70,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1037,960,705
8d9A9kKo7zBGTa6QFRLQuQiwmeYQAo6mWeEfPwXs1xNy,Mad Lads,Mad Lads #9007,9007,https://madlads.s3.us-west-2.amazonaws.com/images/9007.png,https://howrare.is/madlads/9007,1038,7,45.79,Male,85.74,Light,53.41,Mad,8.81,None,68.34,Green,17.48,Galaxy Three Piece,0.31,Pink,9.54,White Beard,1.30,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1038,4483,5495
EdKMzse77zoJVgsdbwwJJwqjUXZDbYjcYfBaMxFBWUR5,Mad Lads,Mad Lads #7314,7314,https://madlads.s3.us-west-2.amazonaws.com/images/7314.png,https://howrare.is/madlads/7314,1039,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Green,17.48,Starlet Dress,0.52,Violet,9.30,Long Purple,0.58,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1039,1921,1836
HWnkRFcFpmX1rDwYhLiAp7KfKCGy3eeu2KissbhYAYZb,Mad Lads,Mad Lads #956,956,https://madlads.s3.us-west-2.amazonaws.com/images/956.png,https://howrare.is/madlads/956,1040,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Blue,17.10,Milord,0.77,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Romeo,2.14,Brown,13.48,None,96.86,None,99.91,1040,1363,997
E15vXEstzUrv26wkLvkLy8bpCo9nB8kjYZPb8tUJ5yZW,Mad Lads,Mad Lads #7092,7092,https://madlads.s3.us-west-2.amazonaws.com/images/7092.png,https://howrare.is/madlads/7092,1040,8,13.51,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Milord,0.77,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Romeo,2.14,Brown,13.48,None,96.86,None,99.91,1040,1364,999
E2wUFPLyXybjsp58oR3LKCGvmx9fT79BobYLokGWJELz,Mad Lads,Mad Lads #1778,1778,https://madlads.s3.us-west-2.amazonaws.com/images/1778.png,https://howrare.is/madlads/1778,1042,6,1.33,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Blue,17.10,Classic,0.88,Grey,9.33,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1042,1573,4162
FwZqruGzoh4oQXbo1pgtJ8gTEgGRHqm4Ko89WdxxH2Df,Mad Lads,Mad Lads #3306,3306,https://madlads.s3.us-west-2.amazonaws.com/images/3306.png,https://howrare.is/madlads/3306,1043,6,1.33,Male,85.74,Skull,0.90,Inferno,0.90,None,68.34,Green,17.48,Classic,0.88,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1043,1574,4182
98NQuqWpcPyJUFJauQ47eDFNzKHsobVE2KTfzbjyGdQw,Mad Lads,Mad Lads #5599,5599,https://madlads.s3.us-west-2.amazonaws.com/images/5599.png,https://howrare.is/madlads/5599,1044,8,13.51,Female,9.60,Light,53.41,Mad,8.81,None,68.34,Blue,17.10,Yellow Rebel Jacket,0.50,Red,9.85,Lovelace,0.63,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1044,2004,1622
4yLgmj6ek6xT5c1xu7x1QbbMiG4pvitaZ1yY8kMTfwNq,Mad Lads,Mad Lads #4049,4049,https://madlads.s3.us-west-2.amazonaws.com/images/4049.png,https://howrare.is/madlads/4049,1045,7,45.79,Male,85.74,Light,53.41,Serious,19.55,Galaxy Trilby,0.28,Blue,17.10,Priest,2.20,Violet,9.30,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1045,542,6032
3V64xPemgpUHNS7Xz6H7LhjPXwyD8JoRLDLQtTjHNMz2,Mad Lads,Mad Lads #56,56,https://madlads.s3.us-west-2.amazonaws.com/images/56.png,https://howrare.is/madlads/56,1046,9,22.75,Male,85.74,Dark,27.93,Ai,1.91,None,68.34,Ai,1.91,Dark Three Piece,2.38,Orange,9.44,Vincent,0.54,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,Jericho,1.36,Brown,13.48,None,96.86,None,99.91,1046,1054,706
C37piwvSuH2uC3CYLxbC9s5sSUNQNcy9a6BmPkwm6BBz,Mad Lads,Mad Lads #6217,6217,https://madlads.s3.us-west-2.amazonaws.com/images/6217.png,https://howrare.is/madlads/6217,1047,9,22.75,Female,9.60,Dark,27.93,Smile,14.84,Cloche,0.74,Green,17.48,Archeologist,0.69,Grey,9.33,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1047,959,682
GsGNgxScf4xLfyAN4EEmYoBJUucRzsPha9MTWvzSxjKN,Mad Lads,Mad Lads #6911,6911,https://madlads.s3.us-west-2.amazonaws.com/images/6911.png,https://howrare.is/madlads/6911,1047,8,13.51,Female,9.60,Dark,27.93,Smile,14.84,None,68.34,Brown,16.77,Milkmaid Dress,0.62,Blue,9.70,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1047,1713,1547
2BcuWArHdaeWMzjzBnEsLxzLKY6X9Feo8qEsLQXgF3Yk,Mad Lads,Mad Lads #2314,2314,https://madlads.s3.us-west-2.amazonaws.com/images/2314.png,https://howrare.is/madlads/2314,1049,9,22.75,Female,9.60,Dark,27.93,Joy,15.37,Cloche,0.74,Closed,15.98,Archeologist,0.69,Purple,9.67,Short Red,1.17,None,95.84,None,82.76,None,72.68,None,95.34,Red,3.92,None,82.22,None,82.22,None,96.86,None,99.91,1049,958,679
HmbXRmhTEamY38vykj6b8jp2e24gwemjwabKSnLPdbQT,Mad Lads,Mad Lads #4613,4613,https://madlads.s3.us-west-2.amazonaws.com/images/4613.png,https://howrare.is/madlads/4613,1050,7,45.79,Male,85.74,Light,53.41,Joy,15.37,Galaxy Trilby,0.28,Closed,15.98,Coral Fancy Overall,2.34,White,9.43,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1050,539,5803
7AEvheMyp9KXszWCP1z4cYmNGVc5k6eEaZi12i2CQYTT,Mad Lads,Mad Lads #9613,9613,https://madlads.s3.us-west-2.amazonaws.com/images/9613.png,https://howrare.is/madlads/9613,1050,7,45.79,Male,85.74,Galaxy,4.00,Galaxy,3.45,Galaxy Beret,0.33,Galaxy,4.00,Tuxedo,3.07,Pink,9.54,None,36.51,None,95.84,None,82.76,None,72.68,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1050,616,2455
7aXZSHoUcpiRBUqCnG8MzdWfVywJoYU1aUQJgkwu3gvG,Mad Lads,Mad Lads #2308,2308,https://madlads.s3.us-west-2.amazonaws.com/images/2308.png,https://howrare.is/madlads/2308,1052,8,13.51,Female,9.60,Light,53.41,Smile,14.84,None,68.34,Brown,16.77,Milkmaid Dress,0.62,Green,9.78,Blunt Bangs Black,0.50,None,95.84,None,82.76,None,72.68,None,95.34,Pink,3.79,None,82.22,None,82.22,None,96.86,None,99.91,1052,1716,1838
GRhMCyPZJW4CN1cQ9GNrdR2j6nGzztKfhUf6AjMaL7gP,Mad Lads,Mad Lads #2400,2400,https://madlads.s3.us-west-2.amazonaws.com/images/2400.png,https://howrare.is/madlads/2400,1053,9,22.75,Male,85.74,Dark,27.93,Shocked,13.61,Homburg,3.44,Blue,17.10,Galaxy Tuxedo,0.28,Pink,9.54,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1053,4403,3469
7Rm6iiM2wWewEKqSmJBzBDQ45W8BkbfFTPgjsc9PWDkg,Mad Lads,Mad Lads #6171,6171,https://madlads.s3.us-west-2.amazonaws.com/images/6171.png,https://howrare.is/madlads/6171,1054,9,22.75,Male,85.74,Light,53.41,Shocked,13.61,Plaid Beret,3.21,Green,17.48,Galaxy Tuxedo,0.28,Red,9.85,None,36.51,None,95.84,Cigarette,16.86,White,19.36,None,95.34,None,90.51,None,82.22,None,82.22,None,96.86,None,99.91,1054,4374,4002
