TYPE,DATE,WALLETS,DEX
Fee Payers,2023-08-01T00:00:00.000Z,1007,Orca
Fee Payers,2023-07-21T00:00:00.000Z,3,Step Finance
Fee Payers,2023-07-21T00:00:00.000Z,103,Openbook
Signers,2023-07-21T00:00:00.000Z,36,Serum
Signers,2023-07-21T00:00:00.000Z,4,Aldrin
Fee Payers,2023-07-21T00:00:00.000Z,9,Saber
Fee Payers,2023-07-21T00:00:00.000Z,3745,Stepn
Fee Payers,2023-07-21T00:00:00.000Z,1,Mercurial
Signers,2023-07-21T00:00:00.000Z,7870,Orca
Fee Payers,2023-07-21T00:00:00.000Z,4,Lifinity
Fee Payers,2023-07-21T00:00:00.000Z,32,Serum
Signers,2023-07-21T00:00:00.000Z,4,Lifinity
Fee Payers,2023-07-21T00:00:00.000Z,2,Invariant
Signers,2023-07-21T00:00:00.000Z,4,Step Finance
Signers,2023-07-21T00:00:00.000Z,10,Saber
Fee Payers,2023-07-21T00:00:00.000Z,2,Aldrin
Signers,2023-07-21T00:00:00.000Z,9,Invariant
Signers,2023-07-21T00:00:00.000Z,247,Openbook
Fee Payers,2023-07-21T00:00:00.000Z,1019,Orca
Signers,2023-07-21T00:00:00.000Z,6813,Jupiter Aggregator
Fee Payers,2023-07-21T00:00:00.000Z,1314,Raydium
Fee Payers,2023-07-21T00:00:00.000Z,6788,Jupiter Aggregator
Signers,2023-07-21T00:00:00.000Z,2891,Raydium
Signers,2023-07-21T00:00:00.000Z,2,Mercurial
Signers,2023-07-21T00:00:00.000Z,14432,Stepn
Fee Payers,2022-10-29,3,GooseFX
Fee Payers,2022-10-29,6,Lifinity
Fee Payers,2022-10-29,1721,Raydium
Fee Payers,2022-10-29,5,Invariant
Signers,2022-10-29,27,Saber
Signers,2022-10-29,5,Step Finance
Fee Payers,2022-10-29,24,Saber
Fee Payers,2022-10-29,658,Serum
Fee Payers,2022-10-29,12379,Stepn
Signers,2022-10-29,9,Invariant
Signers,2022-10-29,3,GooseFX
Signers,2022-10-29,1,Crema
Signers,2022-10-29,105,Mercurial
Signers,2022-10-29,9647,Orca
Fee Payers,2022-10-29,1,Crema
Signers,2022-10-29,53422,Stepn
Fee Payers,2022-10-29,4,Step Finance
Fee Payers,2022-10-29,1078,Orca
Fee Payers,2022-10-29,25,Mango Markets
Signers,2022-10-29,368,Aldrin
Signers,2022-10-29,8,Lifinity
Signers,2022-10-29,22365,Serum
Signers,2022-10-29,6234,Raydium
Fee Payers,2022-10-29,65,Aldrin
Fee Payers,2022-10-29,7457,Jupiter Aggregator
Signers,2022-10-29,7501,Jupiter Aggregator
Fee Payers,2022-10-29,32,Mercurial
Signers,2022-10-29,45,Mango Markets
Signers,2023-03-18,1,Mango Markets
Fee Payers,2023-03-18,1,Mango Markets
Signers,2023-03-18,3876,Raydium
Fee Payers,2023-03-18,10685,Stepn
Fee Payers,2023-03-18,6,Saber
Signers,2023-03-18,50,Aldrin
Fee Payers,2023-03-18,4,Step Finance
Fee Payers,2023-03-18,1182,Orca
Fee Payers,2023-03-18,8,Mercurial
Signers,2023-03-18,7,Lifinity
Signers,2023-03-18,5,Step Finance
Signers,2023-03-18,40963,Stepn
Fee Payers,2023-03-18,9278,Jupiter Aggregator
Fee Payers,2023-03-18,32,Serum
Signers,2023-03-18,10341,Orca
Fee Payers,2023-03-18,6,Lifinity
Fee Payers,2023-03-18,152,Openbook
Fee Payers,2023-03-18,1,GooseFX
Signers,2023-03-18,23,Mercurial
Signers,2023-03-18,36,Serum
Signers,2023-03-18,6,Saber
Fee Payers,2023-03-18,1490,Raydium
Signers,2023-03-18,9300,Jupiter Aggregator
Fee Payers,2023-03-18,25,Aldrin
Signers,2023-03-18,1,GooseFX
Signers,2023-03-18,1515,Openbook
Signers,2022-09-25,2,Invariant
Signers,2022-09-25,11,Lifinity
Fee Payers,2022-09-25,4,Cykura
Fee Payers,2022-09-25,1209,Orca
Fee Payers,2022-09-25,3,Step Finance
Signers,2022-09-25,3,Step Finance
Signers,2022-09-25,9754,Jupiter Aggregator
Fee Payers,2022-09-25,9727,Jupiter Aggregator
Signers,2022-09-25,59,Mercurial
Fee Payers,2022-09-25,25,Mercurial
Fee Payers,2022-09-25,536,Serum
Signers,2022-09-25,8893,Orca
Signers,2022-09-25,8828,Raydium
Fee Payers,2022-09-25,2,Crema
Signers,2022-09-25,8,Cykura
Signers,2022-09-25,3,GooseFX
Fee Payers,2022-09-25,430,Mango Markets
Fee Payers,2022-09-25,81,Aldrin
Fee Payers,2022-09-25,33,Saber
Fee Payers,2022-09-25,2411,Raydium
Fee Payers,2022-09-25,3,GooseFX
Signers,2022-09-25,38,Saber
Fee Payers,2022-09-25,2,Invariant
Signers,2022-09-25,34429,Serum
Signers,2022-09-25,54862,Stepn
Fee Payers,2022-09-25,8,Lifinity
Fee Payers,2022-09-25,12962,Stepn
Signers,2022-09-25,2,Crema
Signers,2022-09-25,842,Mango Markets
Signers,2022-09-25,147,Aldrin
Signers,2022-10-14,8544,Jupiter Aggregator
Fee Payers,2022-10-14,3,Invariant
Fee Payers,2022-10-14,1063,Orca
Fee Payers,2022-10-14,1789,Raydium
Fee Payers,2022-10-14,3,Crema
Signers,2022-10-14,4,Cykura
Fee Payers,2022-10-14,30,Saber
Signers,2022-10-14,11,Lifinity
Fee Payers,2022-10-14,26,Mercurial
Fee Payers,2022-10-14,672,Serum
Fee Payers,2022-10-14,120,Mango Markets
Fee Payers,2022-10-14,4,GooseFX
Fee Payers,2022-10-14,7,Step Finance
Signers,2022-10-14,100,Aldrin
Signers,2022-10-14,10,Step Finance
Fee Payers,2022-10-14,62,Aldrin
Fee Payers,2022-10-14,8464,Jupiter Aggregator
Signers,2022-10-14,34,Saber
Signers,2022-10-14,3,Crema
Fee Payers,2022-10-14,3,Cykura
Signers,2022-10-14,4,GooseFX
Fee Payers,2022-10-14,8,Lifinity
Signers,2022-10-14,162,Mango Markets
Signers,2022-10-14,3,Invariant
Signers,2022-10-14,93576,Stepn
Signers,2022-10-14,8764,Orca
Signers,2022-10-14,6331,Raydium
Fee Payers,2022-10-14,17699,Stepn
Signers,2022-10-14,73,Mercurial
Signers,2022-10-14,44371,Serum
Signers,2023-03-31,206,Serum
Signers,2023-03-31,3280,Raydium
Fee Payers,2023-03-31,5,Lifinity
Signers,2023-03-31,23681,Stepn
Signers,2023-03-31,8949,Jupiter Aggregator
Fee Payers,2023-03-31,4,Step Finance
Fee Payers,2023-03-31,6051,Stepn
Signers,2023-03-31,5,Step Finance
Signers,2023-03-31,53,Aldrin
Fee Payers,2023-03-31,31,Aldrin
Signers,2023-03-31,1453,Openbook
Fee Payers,2023-03-31,8801,Jupiter Aggregator
Fee Payers,2023-03-31,1,GooseFX
Fee Payers,2023-03-31,1274,Raydium
Signers,2023-03-31,5,Lifinity
Fee Payers,2023-03-31,920,Orca
Signers,2023-03-31,23,Mercurial
Fee Payers,2023-03-31,46,Serum
Fee Payers,2023-03-31,10,Mercurial
Fee Payers,2023-03-31,2,Invariant
Fee Payers,2023-03-31,9,Saber
Signers,2023-03-31,1,GooseFX
Signers,2023-03-31,7586,Orca
Fee Payers,2023-03-31,194,Openbook
Signers,2023-03-31,2,Invariant
Signers,2023-03-31,9,Saber
Signers,2023-02-22,90,Serum
Fee Payers,2023-02-22,245,Openbook
Fee Payers,2023-02-22,7854,Stepn
Fee Payers,2023-02-22,1414,Orca
Fee Payers,2023-02-22,33,Aldrin
Signers,2023-02-22,1594,Openbook
Fee Payers,2023-02-22,4,Lifinity
Signers,2023-02-22,4,Lifinity
Signers,2023-02-22,11245,Jupiter Aggregator
Signers,2023-02-22,8924,Orca
Fee Payers,2023-02-22,1,GooseFX
Signers,2023-02-22,5,Mango Markets
Fee Payers,2023-02-22,1967,Raydium
Fee Payers,2023-02-22,1,Invariant
Fee Payers,2023-02-22,16,Saber
Fee Payers,2023-02-22,13,Mercurial
Signers,2023-02-22,4773,Raydium
Signers,2023-02-22,6,Step Finance
Fee Payers,2023-02-22,11214,Jupiter Aggregator
Fee Payers,2023-02-22,3,Mango Markets
Fee Payers,2023-02-22,4,Step Finance
Signers,2023-02-22,30527,Stepn
Signers,2023-02-22,47,Aldrin
Signers,2023-02-22,34,Saber
Signers,2023-02-22,1,GooseFX
Fee Payers,2023-02-22,69,Serum
Signers,2023-02-22,1,Invariant
Signers,2023-02-22,34,Mercurial
Signers,2022-11-20,1,GooseFX
Signers,2022-11-20,167,Aldrin
Fee Payers,2022-11-20,70,Aldrin
Signers,2022-11-20,1028,Openbook
Signers,2022-11-20,7568,Jupiter Aggregator
Signers,2022-11-20,116,Mercurial
Fee Payers,2022-11-20,5,Step Finance
Fee Payers,2022-11-20,7505,Jupiter Aggregator
Fee Payers,2022-11-20,1,GooseFX
Fee Payers,2022-11-20,35,Mercurial
Signers,2022-11-20,11,Step Finance
Fee Payers,2022-11-20,41,Openbook
Fee Payers,2022-11-20,1,Invariant
Signers,2022-11-20,36,Mango Markets
Fee Payers,2022-11-20,471,Serum
Signers,2022-11-20,6915,Orca
Signers,2022-11-20,719,Serum
Fee Payers,2022-11-20,12120,Stepn
Signers,2022-11-20,5606,Raydium
Signers,2022-11-20,57770,Stepn
Fee Payers,2022-11-20,12,Mango Markets
Fee Payers,2022-11-20,26,Saber
Signers,2022-11-20,1,Invariant
Fee Payers,2022-11-20,1295,Raydium
Fee Payers,2022-11-20,5,Lifinity
Fee Payers,2022-11-20,935,Orca
Signers,2022-11-20,6,Lifinity
Signers,2022-11-20,26,Saber
Fee Payers,2023-04-11,170,Openbook
Fee Payers,2023-04-11,8,Lifinity
Fee Payers,2023-04-11,9686,Jupiter Aggregator
Signers,2023-04-11,1,GooseFX
Fee Payers,2023-04-11,15,Mercurial
Signers,2023-04-11,8,Lifinity
Fee Payers,2023-04-11,2,Invariant
Signers,2023-04-11,55,Aldrin
Fee Payers,2023-04-11,6928,Stepn
Signers,2023-04-11,1021,Openbook
Signers,2023-04-11,5,Step Finance
Fee Payers,2023-04-11,57,Serum
Signers,2023-04-11,27253,Stepn
Signers,2023-04-11,11,Saber
Fee Payers,2023-04-11,1,GooseFX
Signers,2023-04-11,9713,Jupiter Aggregator
Signers,2023-04-11,12288,Orca
Signers,2023-04-11,4250,Raydium
Fee Payers,2023-04-11,11,Saber
Fee Payers,2023-04-11,26,Aldrin
Signers,2023-04-11,2,Invariant
Fee Payers,2023-04-11,4,Step Finance
Signers,2023-04-11,69,Serum
Fee Payers,2023-04-11,1129,Orca
Signers,2023-04-11,40,Mercurial
Fee Payers,2023-04-11,1448,Raydium
Signers,2023-02-10,27272,Stepn
Signers,2023-02-10,287,Aldrin
Signers,2023-02-10,11145,Jupiter Aggregator
Fee Payers,2023-02-10,3,Lifinity
Fee Payers,2023-02-10,2337,Raydium
Fee Payers,2023-02-10,233,Openbook
Fee Payers,2023-02-10,19,Saber
Fee Payers,2023-02-10,69,Serum
Fee Payers,2023-02-10,29,Aldrin
Signers,2023-02-10,23,Saber
Signers,2023-02-10,3,Step Finance
Signers,2023-02-10,3,Lifinity
Fee Payers,2023-02-10,40,Mercurial
Signers,2023-02-10,6026,Raydium
Fee Payers,2023-02-10,1353,Orca
Signers,2023-02-10,1236,Openbook
Fee Payers,2023-02-10,1,GooseFX
Fee Payers,2023-02-10,2,Mango Markets
Fee Payers,2023-02-10,11102,Jupiter Aggregator
Signers,2023-02-10,159,Mercurial
Signers,2023-02-10,3,Mango Markets
Signers,2023-02-10,1,GooseFX
Signers,2023-02-10,8050,Orca
Signers,2023-02-10,112,Serum
Fee Payers,2023-02-10,3,Step Finance
Fee Payers,2023-02-10,7194,Stepn
Signers,2023-04-07,45,Aldrin
Signers,2023-04-07,7296,Jupiter Aggregator
Fee Payers,2023-04-07,5595,Stepn
Fee Payers,2023-04-07,2,Mango Markets
Fee Payers,2023-04-07,9,Mercurial
Signers,2023-04-07,2,GooseFX
Signers,2023-04-07,1,Cykura
Fee Payers,2023-04-07,4,Step Finance
Fee Payers,2023-04-07,27,Aldrin
Signers,2023-04-07,5,Step Finance
Fee Payers,2023-04-07,1,Cykura
Fee Payers,2023-04-07,7277,Jupiter Aggregator
Fee Payers,2023-04-07,1164,Raydium
Fee Payers,2023-04-07,4,Lifinity
Signers,2023-04-07,4,Lifinity
Signers,2023-04-07,4835,Orca
Fee Payers,2023-04-07,11,Saber
Fee Payers,2023-04-07,2,GooseFX
Signers,2023-04-07,1590,Openbook
Signers,2023-04-07,22334,Stepn
Fee Payers,2023-04-07,144,Openbook
Signers,2023-04-07,9,Mango Markets
Signers,2023-04-07,1276,Serum
Signers,2023-04-07,12,Saber
Fee Payers,2023-04-07,61,Serum
Signers,2023-04-07,3149,Raydium
Fee Payers,2023-04-07,753,Orca
Signers,2023-04-07,24,Mercurial
Fee Payers,2023-05-24,46,Serum
Signers,2023-05-24,3,Mercurial
Fee Payers,2023-05-24,15,Aldrin
Signers,2023-05-24,1,GooseFX
Signers,2023-05-24,19,Aldrin
Fee Payers,2023-05-24,2323,Raydium
Fee Payers,2023-05-24,168,Openbook
Fee Payers,2023-05-24,4986,Stepn
Signers,2023-05-24,7,Step Finance
Fee Payers,2023-05-24,1,GooseFX
Signers,2023-05-24,6,Lifinity
Fee Payers,2023-05-24,5,Step Finance
Fee Payers,2023-05-24,1516,Orca
Fee Payers,2023-05-24,6,Lifinity
Signers,2023-05-24,13357,Jupiter Aggregator
Signers,2023-05-24,64,Serum
Signers,2023-05-24,7253,Raydium
Fee Payers,2023-05-24,13334,Jupiter Aggregator
Signers,2023-05-24,8,Saber
Signers,2023-05-24,7549,Orca
Fee Payers,2023-05-24,7,Saber
Fee Payers,2023-05-24,1,Invariant
Signers,2023-05-24,1,Invariant
Signers,2023-05-24,873,Openbook
Fee Payers,2023-05-24,2,Mercurial
Signers,2023-05-24,19060,Stepn
Signers,2023-06-04T00:00:00.000Z,6505,Orca
Signers,2023-06-04T00:00:00.000Z,21,Serum
Fee Payers,2023-06-04T00:00:00.000Z,19,Serum
Fee Payers,2023-06-04T00:00:00.000Z,4,Step Finance
Fee Payers,2023-06-04T00:00:00.000Z,7781,Jupiter Aggregator
Signers,2023-06-04T00:00:00.000Z,1084,Openbook
Signers,2023-06-04T00:00:00.000Z,10,Saber
Signers,2023-06-04T00:00:00.000Z,7118,Raydium
Fee Payers,2023-06-04T00:00:00.000Z,8,Aldrin
Signers,2023-06-04T00:00:00.000Z,7789,Jupiter Aggregator
Fee Payers,2023-06-04T00:00:00.000Z,7495,Stepn
Fee Payers,2023-06-04T00:00:00.000Z,1684,Raydium
Fee Payers,2023-06-04T00:00:00.000Z,3,Mercurial
Signers,2023-06-04T00:00:00.000Z,4,Lifinity
Signers,2023-06-04T00:00:00.000Z,6,Mercurial
Fee Payers,2023-06-04T00:00:00.000Z,1108,Orca
Signers,2023-06-04T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-04T00:00:00.000Z,1,Mango Markets
Signers,2023-06-04T00:00:00.000Z,17,Aldrin
Fee Payers,2023-06-04T00:00:00.000Z,5,Saber
Fee Payers,2023-06-04T00:00:00.000Z,1,GooseFX
Signers,2023-06-04T00:00:00.000Z,27271,Stepn
Signers,2023-06-04T00:00:00.000Z,4,Mango Markets
Signers,2023-06-04T00:00:00.000Z,5,Step Finance
Fee Payers,2023-06-04T00:00:00.000Z,109,Openbook
Fee Payers,2023-06-04T00:00:00.000Z,4,Lifinity
Signers,2023-05-08,5,Invariant
Fee Payers,2023-05-08,5,Lifinity
Signers,2023-05-08,1,GooseFX
Signers,2023-05-08,93494,Raydium
Signers,2023-05-08,22777,Jupiter Aggregator
Signers,2023-05-08,10,Saber
Fee Payers,2023-05-08,22760,Jupiter Aggregator
Signers,2023-05-08,77,Serum
Signers,2023-05-08,284782,Orca
Fee Payers,2023-05-08,10,Saber
Signers,2023-05-08,5,Lifinity
Fee Payers,2023-05-08,4,Step Finance
Fee Payers,2023-05-08,2,Invariant
Fee Payers,2023-05-08,1,GooseFX
Fee Payers,2023-05-08,42,Serum
Signers,2023-05-08,4280,Openbook
Signers,2023-05-08,14,Mercurial
Fee Payers,2023-05-08,346,Openbook
Signers,2023-05-08,4,Step Finance
Signers,2023-05-08,25083,Stepn
Fee Payers,2023-05-08,9548,Raydium
Fee Payers,2023-05-08,21,Aldrin
Fee Payers,2023-05-08,6297,Stepn
Signers,2023-05-08,36,Aldrin
Fee Payers,2023-05-08,5107,Orca
Fee Payers,2023-05-08,7,Mercurial
Fee Payers,2023-06-30T00:00:00.000Z,4,Invariant
Signers,2023-06-30T00:00:00.000Z,3,Saber
Signers,2023-06-30T00:00:00.000Z,13883,Orca
Fee Payers,2023-06-30T00:00:00.000Z,1418,Raydium
Signers,2023-06-30T00:00:00.000Z,3,Lifinity
Signers,2023-06-30T00:00:00.000Z,17481,Stepn
Signers,2023-06-30T00:00:00.000Z,31,Serum
Fee Payers,2023-06-30T00:00:00.000Z,25,Serum
Fee Payers,2023-06-30T00:00:00.000Z,1088,Orca
Signers,2023-06-30T00:00:00.000Z,7869,Jupiter Aggregator
Fee Payers,2023-06-30T00:00:00.000Z,7848,Jupiter Aggregator
Signers,2023-06-30T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-30T00:00:00.000Z,1,GooseFX
Signers,2023-06-30T00:00:00.000Z,1,Cykura
Fee Payers,2023-06-30T00:00:00.000Z,2,Mango Markets
Fee Payers,2023-06-30T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-30T00:00:00.000Z,3,Saber
Signers,2023-06-30T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-30T00:00:00.000Z,100,Openbook
Fee Payers,2023-06-30T00:00:00.000Z,4,Mercurial
Fee Payers,2023-06-30T00:00:00.000Z,4518,Stepn
Signers,2023-06-30T00:00:00.000Z,2,Mango Markets
Fee Payers,2023-06-30T00:00:00.000Z,7,Aldrin
Fee Payers,2023-06-30T00:00:00.000Z,1,Cykura
Signers,2023-06-30T00:00:00.000Z,11,Mercurial
Signers,2023-06-30T00:00:00.000Z,13,Invariant
Signers,2023-06-30T00:00:00.000Z,2733,Raydium
Signers,2023-06-30T00:00:00.000Z,354,Openbook
Signers,2023-06-30T00:00:00.000Z,7,Aldrin
Fee Payers,2023-06-30T00:00:00.000Z,3,Lifinity
Signers,2023-02-20,1406,Openbook
Fee Payers,2023-02-20,13419,Jupiter Aggregator
Signers,2023-02-20,276,Aldrin
Fee Payers,2023-02-20,1,GooseFX
Signers,2023-02-20,13463,Jupiter Aggregator
Fee Payers,2023-02-20,2363,Raydium
Signers,2023-02-20,1,Cykura
Signers,2023-02-20,1,GooseFX
Fee Payers,2023-02-20,3,Step Finance
Fee Payers,2023-02-20,59,Serum
Fee Payers,2023-02-20,43,Aldrin
Fee Payers,2023-02-20,15,Mercurial
Fee Payers,2023-02-20,274,Openbook
Fee Payers,2023-02-20,9428,Stepn
Fee Payers,2023-02-20,4,Mango Markets
Fee Payers,2023-02-20,1795,Orca
Signers,2023-02-20,6,Mango Markets
Signers,2023-02-20,50,Mercurial
Signers,2023-02-20,11694,Orca
Signers,2023-02-20,4,Step Finance
Signers,2023-02-20,38750,Stepn
Fee Payers,2023-02-20,5,Lifinity
Signers,2023-02-20,6291,Raydium
Fee Payers,2023-02-20,18,Saber
Fee Payers,2023-02-20,3,Invariant
Signers,2023-02-20,5,Lifinity
Signers,2023-02-20,23,Saber
Fee Payers,2023-02-20,1,Cykura
Signers,2023-02-20,3,Invariant
Signers,2023-02-20,71,Serum
Signers,2022-10-21,4,Invariant
Fee Payers,2022-10-21,663,Serum
Fee Payers,2022-10-21,33,Mango Markets
Signers,2022-10-21,11,Step Finance
Fee Payers,2022-10-21,1,Crema
Signers,2022-10-21,5355,Raydium
Fee Payers,2022-10-21,1014,Orca
Signers,2022-10-21,8023,Jupiter Aggregator
Fee Payers,2022-10-21,4,GooseFX
Signers,2022-10-21,68,Mercurial
Fee Payers,2022-10-21,73,Aldrin
Signers,2022-10-21,54,Saber
Fee Payers,2022-10-21,51,Saber
Fee Payers,2022-10-21,7987,Jupiter Aggregator
Fee Payers,2022-10-21,8,Lifinity
Fee Payers,2022-10-21,1,Cykura
Signers,2022-10-21,10,Lifinity
Signers,2022-10-21,142,Aldrin
Fee Payers,2022-10-21,1867,Raydium
Fee Payers,2022-10-21,24,Mercurial
Signers,2022-10-21,1,Cykura
Signers,2022-10-21,1,Crema
Fee Payers,2022-10-21,14927,Stepn
Signers,2022-10-21,59777,Serum
Signers,2022-10-21,6903,Orca
Signers,2022-10-21,4,GooseFX
Signers,2022-10-21,48,Mango Markets
Signers,2022-10-21,67894,Stepn
Fee Payers,2022-10-21,8,Step Finance
Fee Payers,2022-10-21,4,Invariant
Signers,2023-03-03,4405,Raydium
Fee Payers,2023-03-03,3,Step Finance
Fee Payers,2023-03-03,1,GooseFX
Signers,2023-03-03,27743,Stepn
Fee Payers,2023-03-03,11,Saber
Signers,2023-03-03,10275,Jupiter Aggregator
Signers,2023-03-03,153,Aldrin
Fee Payers,2023-03-03,7,Mercurial
Fee Payers,2023-03-03,1,Crema
Signers,2023-03-03,7019,Orca
Fee Payers,2023-03-03,1773,Raydium
Fee Payers,2023-03-03,10245,Jupiter Aggregator
Signers,2023-03-03,1,GooseFX
Signers,2023-03-03,42,Serum
Fee Payers,2023-03-03,38,Aldrin
Fee Payers,2023-03-03,4,Lifinity
Fee Payers,2023-03-03,1,Invariant
Fee Payers,2023-03-03,208,Openbook
Signers,2023-03-03,1,Crema
Fee Payers,2023-03-03,7130,Stepn
Fee Payers,2023-03-03,1137,Orca
Signers,2023-03-03,4,Lifinity
Signers,2023-03-03,12,Saber
Signers,2023-03-03,1444,Openbook
Signers,2023-03-03,4,Step Finance
Signers,2023-03-03,24,Mercurial
Signers,2023-03-03,1,Invariant
Fee Payers,2023-03-03,42,Serum
Signers,2023-06-28T00:00:00.000Z,1,Mango Markets
Signers,2023-06-28T00:00:00.000Z,1,Invariant
Signers,2023-06-28T00:00:00.000Z,10,Saber
Fee Payers,2023-06-28T00:00:00.000Z,3,Step Finance
Signers,2023-06-28T00:00:00.000Z,224,Openbook
Signers,2023-06-28T00:00:00.000Z,2094,Raydium
Fee Payers,2023-06-28T00:00:00.000Z,19,Serum
Fee Payers,2023-06-28T00:00:00.000Z,1,Cykura
Fee Payers,2023-06-28T00:00:00.000Z,1,Mango Markets
Signers,2023-06-28T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-28T00:00:00.000Z,2,Mercurial
Signers,2023-06-28T00:00:00.000Z,19,Serum
Signers,2023-06-28T00:00:00.000Z,3,Lifinity
Fee Payers,2023-06-28T00:00:00.000Z,8,Aldrin
Fee Payers,2023-06-28T00:00:00.000Z,6740,Jupiter Aggregator
Signers,2023-06-28T00:00:00.000Z,1,GooseFX
Signers,2023-06-28T00:00:00.000Z,1,Cykura
Fee Payers,2023-06-28T00:00:00.000Z,4102,Stepn
Signers,2023-06-28T00:00:00.000Z,5,Mercurial
Fee Payers,2023-06-28T00:00:00.000Z,3,Lifinity
Signers,2023-06-28T00:00:00.000Z,16258,Stepn
Fee Payers,2023-06-28T00:00:00.000Z,89,Openbook
Fee Payers,2023-06-28T00:00:00.000Z,1,Invariant
Signers,2023-06-28T00:00:00.000Z,6763,Jupiter Aggregator
Signers,2023-06-28T00:00:00.000Z,6282,Orca
Fee Payers,2023-06-28T00:00:00.000Z,866,Orca
Signers,2023-06-28T00:00:00.000Z,13,Aldrin
Fee Payers,2023-06-28T00:00:00.000Z,1125,Raydium
Fee Payers,2023-06-28T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-28T00:00:00.000Z,8,Saber
Signers,2023-01-11,3,Mango Markets
Fee Payers,2023-01-11,334,Openbook
Signers,2023-01-11,43158,Raydium
Fee Payers,2023-01-11,236,Serum
Fee Payers,2023-01-11,2,Step Finance
Fee Payers,2023-01-11,10,Lifinity
Fee Payers,2023-01-11,7806,Stepn
Signers,2023-01-11,1901,Openbook
Signers,2023-01-11,3,Step Finance
Fee Payers,2023-01-11,22,Mercurial
Signers,2023-01-11,69,Mercurial
Signers,2023-01-11,1,Cykura
Fee Payers,2023-01-11,24,Saber
Signers,2023-01-11,1,GooseFX
Signers,2023-01-11,28629,Stepn
Fee Payers,2023-01-11,23726,Jupiter Aggregator
Signers,2023-01-11,25,Saber
Fee Payers,2023-01-11,2177,Orca
Fee Payers,2023-01-11,9054,Raydium
Fee Payers,2023-01-11,43,Aldrin
Fee Payers,2023-01-11,1,Cykura
Signers,2023-01-11,473,Serum
Fee Payers,2023-01-11,3,Mango Markets
Signers,2023-01-11,23847,Jupiter Aggregator
Signers,2023-01-11,9788,Orca
Fee Payers,2023-01-11,1,GooseFX
Fee Payers,2023-01-11,1,Invariant
Signers,2023-01-11,19,Lifinity
Signers,2023-01-11,1,Invariant
Signers,2023-01-11,85,Aldrin
Fee Payers,2022-10-11,19271,Stepn
Fee Payers,2022-10-11,19,Invariant
Fee Payers,2022-10-11,4631,Raydium
Fee Payers,2022-10-11,6,Step Finance
Signers,2022-10-11,32827,Jupiter Aggregator
Fee Payers,2022-10-11,4,GooseFX
Fee Payers,2022-10-11,687,Mango Markets
Signers,2022-10-11,76,Mercurial
Signers,2022-10-11,4,GooseFX
Signers,2022-10-11,11,Lifinity
Signers,2022-10-11,8737,Raydium
Signers,2022-10-11,37769,Serum
Signers,2022-10-11,8,Step Finance
Signers,2022-10-11,6558,Orca
Fee Payers,2022-10-11,32794,Jupiter Aggregator
Signers,2022-10-11,1456,Mango Markets
Fee Payers,2022-10-11,9,Lifinity
Signers,2022-10-11,39,Saber
Fee Payers,2022-10-11,1312,Orca
Signers,2022-10-11,8,Cykura
Fee Payers,2022-10-11,5,Cykura
Signers,2022-10-11,436,Aldrin
Fee Payers,2022-10-11,29,Mercurial
Fee Payers,2022-10-11,34,Saber
Signers,2022-10-11,19,Invariant
Signers,2022-10-11,4,Crema
Signers,2022-10-11,90994,Stepn
Fee Payers,2022-10-11,800,Serum
Fee Payers,2022-10-11,4,Crema
Fee Payers,2022-10-11,90,Aldrin
Signers,2023-01-03,66,Mercurial
Signers,2023-01-03,1,Cykura
Fee Payers,2023-01-03,1,Cykura
Fee Payers,2023-01-03,287,Openbook
Signers,2023-01-03,26970,Orca
Fee Payers,2023-01-03,4,Mango Markets
Fee Payers,2023-01-03,3,GooseFX
Signers,2023-01-03,306,Aldrin
Signers,2023-01-03,29590,Jupiter Aggregator
Fee Payers,2023-01-03,3,Invariant
Fee Payers,2023-01-03,20,Mercurial
Signers,2023-01-03,7,Step Finance
Fee Payers,2023-01-03,5,Step Finance
Fee Payers,2023-01-03,61,Aldrin
Fee Payers,2023-01-03,7856,Stepn
Signers,2023-01-03,5988,Raydium
Signers,2023-01-03,31252,Stepn
Signers,2023-01-03,17,Lifinity
Signers,2023-01-03,3,GooseFX
Signers,2023-01-03,1461,Openbook
Fee Payers,2023-01-03,29442,Jupiter Aggregator
Fee Payers,2023-01-03,2632,Raydium
Fee Payers,2023-01-03,10,Lifinity
Signers,2023-01-03,5,Mango Markets
Signers,2023-01-03,687,Serum
Fee Payers,2023-01-03,20,Saber
Fee Payers,2023-01-03,580,Serum
Signers,2023-01-03,22,Saber
Signers,2023-01-03,3,Invariant
Fee Payers,2023-01-03,4157,Orca
Fee Payers,2023-01-22,2,Cykura
Fee Payers,2023-01-22,7959,Stepn
Fee Payers,2023-01-22,1,Invariant
Signers,2023-01-22,29910,Stepn
Fee Payers,2023-01-22,1376,Orca
Fee Payers,2023-01-22,16,Saber
Fee Payers,2023-01-22,2,GooseFX
Fee Payers,2023-01-22,654,Openbook
Signers,2023-01-22,9218,Orca
Fee Payers,2023-01-22,5203,Raydium
Signers,2023-01-22,4,Lifinity
