TYPE,DATE,WALLETS,DEX
Fee Payers,2023-07-25T00:00:00.000Z,970,Orca
Fee Payers,2023-07-25T00:00:00.000Z,10047,Jupiter Aggregator
Fee Payers,2023-07-25T00:00:00.000Z,9,Saber
Signers,2023-07-25T00:00:00.000Z,6841,Orca
Signers,2023-07-25T00:00:00.000Z,9,Saber
Fee Payers,2023-07-25T00:00:00.000Z,4,Lifinity
Signers,2023-07-25T00:00:00.000Z,107,Serum
Signers,2023-07-25T00:00:00.000Z,4,Step Finance
Fee Payers,2023-07-25T00:00:00.000Z,1,Invariant
Signers,2023-07-25T00:00:00.000Z,4,Aldrin
Signers,2023-07-25T00:00:00.000Z,4,Lifinity
Fee Payers,2023-07-25T00:00:00.000Z,96,Serum
Signers,2023-07-25T00:00:00.000Z,10075,Jupiter Aggregator
Signers,2023-07-25T00:00:00.000Z,2679,Raydium
Fee Payers,2023-07-25T00:00:00.000Z,1366,Raydium
Signers,2023-07-25T00:00:00.000Z,5,Mercurial
Fee Payers,2023-07-25T00:00:00.000Z,3,Aldrin
Fee Payers,2023-07-25T00:00:00.000Z,3,Step Finance
Signers,2023-07-25T00:00:00.000Z,259,Openbook
Signers,2023-07-25T00:00:00.000Z,3,Invariant
Signers,2023-07-25T00:00:00.000Z,15159,Stepn
Fee Payers,2023-07-25T00:00:00.000Z,111,Openbook
Signers,2023-07-25T00:00:00.000Z,3,Cykura
Fee Payers,2023-07-25T00:00:00.000Z,2,Mercurial
Fee Payers,2023-07-25T00:00:00.000Z,3876,Stepn
Fee Payers,2023-07-25T00:00:00.000Z,3,Cykura
Signers,2022-09-16,47,Saber
Fee Payers,2022-09-16,33,Mercurial
Signers,2022-09-16,8,Lifinity
Fee Payers,2022-09-16,94,Aldrin
Fee Payers,2022-09-16,532,Mango Markets
Signers,2022-09-16,12,Invariant
Signers,2022-09-16,86,Mercurial
Signers,2022-09-16,3,GooseFX
Signers,2022-09-16,972,Mango Markets
Signers,2022-09-16,9993,Jupiter Aggregator
Signers,2022-09-16,59789,Stepn
Fee Payers,2022-09-16,2,Crema
Signers,2022-09-16,7841,Raydium
Fee Payers,2022-09-16,13822,Stepn
Signers,2022-09-16,12,Step Finance
Fee Payers,2022-09-16,42,Saber
Fee Payers,2022-09-16,3,GooseFX
Signers,2022-09-16,10948,Orca
Signers,2022-09-16,39490,Serum
Fee Payers,2022-09-16,9972,Jupiter Aggregator
Signers,2022-09-16,4,Cykura
Fee Payers,2022-09-16,2243,Raydium
Fee Payers,2022-09-16,4,Cykura
Fee Payers,2022-09-16,1407,Orca
Fee Payers,2022-09-16,12,Invariant
Fee Payers,2022-09-16,6,Step Finance
Fee Payers,2022-09-16,5,Lifinity
Fee Payers,2022-09-16,595,Serum
Signers,2022-09-16,411,Aldrin
Signers,2022-09-16,2,Crema
Signers,2022-12-23,38021,Stepn
Signers,2022-12-23,1,Mango Markets
Fee Payers,2022-12-23,7376,Jupiter Aggregator
Fee Payers,2022-12-23,948,Raydium
Fee Payers,2022-12-23,17,Saber
Signers,2022-12-23,934,Openbook
Fee Payers,2022-12-23,150,Serum
Signers,2022-12-23,1,GooseFX
Fee Payers,2022-12-23,682,Orca
Fee Payers,2022-12-23,1,Mango Markets
Signers,2022-12-23,369,Aldrin
Fee Payers,2022-12-23,7,Lifinity
Signers,2022-12-23,46,Mercurial
Fee Payers,2022-12-23,9795,Stepn
Signers,2022-12-23,7454,Jupiter Aggregator
Signers,2022-12-23,2095,Raydium
Fee Payers,2022-12-23,18,Mercurial
Fee Payers,2022-12-23,40,Aldrin
Signers,2022-12-23,18,Saber
Fee Payers,2022-12-23,3,Step Finance
Signers,2022-12-23,226,Serum
Fee Payers,2022-12-23,82,Openbook
Fee Payers,2022-12-23,1,GooseFX
Signers,2022-12-23,4,Step Finance
Signers,2022-12-23,2761,Orca
Signers,2022-12-23,8,Lifinity
Fee Payers,2023-02-24,11242,Jupiter Aggregator
Signers,2023-02-24,11321,Jupiter Aggregator
Fee Payers,2023-02-24,12,Saber
Signers,2023-02-24,1349,Openbook
Fee Payers,2023-02-24,7,Lifinity
Signers,2023-02-24,32811,Stepn
Signers,2023-02-24,8,Lifinity
Fee Payers,2023-02-24,43,Serum
Signers,2023-02-24,2,Step Finance
Signers,2023-02-24,2,GooseFX
Signers,2023-02-24,43,Serum
Fee Payers,2023-02-24,2,Step Finance
Fee Payers,2023-02-24,14,Mercurial
Fee Payers,2023-02-24,1928,Raydium
Fee Payers,2023-02-24,39,Aldrin
Fee Payers,2023-02-24,2,Invariant
Signers,2023-02-24,265,Aldrin
Signers,2023-02-24,4481,Raydium
Signers,2023-02-24,14,Saber
Signers,2023-02-24,2,Invariant
Fee Payers,2023-02-24,268,Openbook
Signers,2023-02-24,8140,Orca
Fee Payers,2023-02-24,8517,Stepn
Fee Payers,2023-02-24,2,GooseFX
Signers,2023-02-24,40,Mercurial
Fee Payers,2023-02-24,1400,Orca
Fee Payers,2023-01-21,49,Aldrin
Fee Payers,2023-01-21,14,Saber
Signers,2023-01-21,74,Mercurial
Signers,2023-01-21,14,Saber
Fee Payers,2023-01-21,4,Lifinity
Fee Payers,2023-01-21,156,Serum
Fee Payers,2023-01-21,3,Mango Markets
Fee Payers,2023-01-21,24,Mercurial
Fee Payers,2023-01-21,8872,Stepn
Signers,2023-01-21,6,Step Finance
Signers,2023-01-21,200784,Raydium
Fee Payers,2023-01-21,3,Cykura
Signers,2023-01-21,93,Aldrin
Signers,2023-01-21,3,Cykura
Signers,2023-01-21,11915,Orca
Fee Payers,2023-01-21,285,Openbook
Signers,2023-01-21,2,GooseFX
Fee Payers,2023-01-21,18547,Jupiter Aggregator
Signers,2023-01-21,6,Mango Markets
Signers,2023-01-21,18746,Jupiter Aggregator
Signers,2023-01-21,2,Crema
Fee Payers,2023-01-21,1685,Orca
Signers,2023-01-21,183,Serum
Fee Payers,2023-01-21,6118,Raydium
Signers,2023-01-21,33032,Stepn
Fee Payers,2023-01-21,2,GooseFX
Fee Payers,2023-01-21,1,Crema
Signers,2023-01-21,1705,Openbook
Fee Payers,2023-01-21,4,Step Finance
Signers,2023-01-21,5,Lifinity
Signers,2023-05-18,5,Saber
Signers,2023-05-18,18345,Raydium
Signers,2023-05-18,1779,Openbook
Fee Payers,2023-05-18,1,Invariant
Fee Payers,2023-05-18,4,GooseFX
Signers,2023-05-18,42,Serum
Fee Payers,2023-05-18,5032,Stepn
Fee Payers,2023-05-18,20,Aldrin
Fee Payers,2023-05-18,5,Saber
Fee Payers,2023-05-18,3018,Raydium
Fee Payers,2023-05-18,5,Lifinity
Signers,2023-05-18,5,Invariant
Signers,2023-05-18,4,GooseFX
Fee Payers,2023-05-18,12341,Jupiter Aggregator
Signers,2023-05-18,5,Mercurial
Signers,2023-05-18,5,Lifinity
Fee Payers,2023-05-18,4,Step Finance
Signers,2023-05-18,19701,Stepn
Signers,2023-05-18,6744,Orca
Fee Payers,2023-05-18,3,Mercurial
Signers,2023-05-18,12376,Jupiter Aggregator
Signers,2023-05-18,5,Step Finance
Fee Payers,2023-05-18,39,Serum
Fee Payers,2023-05-18,217,Openbook
Fee Payers,2023-05-18,1317,Orca
Signers,2023-05-18,44,Aldrin
Fee Payers,2023-06-25T00:00:00.000Z,31,Serum
Fee Payers,2023-06-25T00:00:00.000Z,8322,Jupiter Aggregator
Fee Payers,2023-06-25T00:00:00.000Z,3,Step Finance
Signers,2023-06-25T00:00:00.000Z,6,Saber
Fee Payers,2023-06-25T00:00:00.000Z,6,Saber
Signers,2023-06-25T00:00:00.000Z,5729,Orca
Signers,2023-06-25T00:00:00.000Z,1846,Raydium
Fee Payers,2023-06-25T00:00:00.000Z,3,Lifinity
Fee Payers,2023-06-25T00:00:00.000Z,11,Aldrin
Fee Payers,2023-06-25T00:00:00.000Z,1,GooseFX
Signers,2023-06-25T00:00:00.000Z,41,Serum
Signers,2023-06-25T00:00:00.000Z,7,Mercurial
Signers,2023-06-25T00:00:00.000Z,1,Invariant
Signers,2023-06-25T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-25T00:00:00.000Z,4337,Stepn
Fee Payers,2023-06-25T00:00:00.000Z,3,Mercurial
Signers,2023-06-25T00:00:00.000Z,257,Openbook
Fee Payers,2023-06-25T00:00:00.000Z,78,Openbook
Fee Payers,2023-06-25T00:00:00.000Z,1,Invariant
Signers,2023-06-25T00:00:00.000Z,3,Lifinity
Signers,2023-06-25T00:00:00.000Z,4,Step Finance
Signers,2023-06-25T00:00:00.000Z,8332,Jupiter Aggregator
Fee Payers,2023-06-25T00:00:00.000Z,745,Orca
Signers,2023-06-25T00:00:00.000Z,16609,Stepn
Signers,2023-06-25T00:00:00.000Z,19,Aldrin
Fee Payers,2023-06-25T00:00:00.000Z,1064,Raydium
Fee Payers,2022-11-18,43,Openbook
Fee Payers,2022-11-18,2,Invariant
Fee Payers,2022-11-18,2,GooseFX
Signers,2022-11-18,26,Mango Markets
Fee Payers,2022-11-18,27,Saber
Signers,2022-11-18,28,Saber
Fee Payers,2022-11-18,12453,Stepn
Signers,2022-11-18,2,Invariant
Fee Payers,2022-11-18,67,Aldrin
Fee Payers,2022-11-18,1101,Orca
Signers,2022-11-18,1,Crema
Signers,2022-11-18,63415,Stepn
Fee Payers,2022-11-18,7,Mango Markets
Signers,2022-11-18,973,Openbook
Fee Payers,2022-11-18,6,Lifinity
Fee Payers,2022-11-18,35,Mercurial
Signers,2022-11-18,971,Serum
Signers,2022-11-18,117,Aldrin
Fee Payers,2022-11-18,506,Serum
Fee Payers,2022-11-18,1488,Raydium
Fee Payers,2022-11-18,1,Crema
Signers,2022-11-18,3,Cykura
Signers,2022-11-18,6,Step Finance
Signers,2022-11-18,8282,Jupiter Aggregator
Signers,2022-11-18,6,Lifinity
Fee Payers,2022-11-18,2,Cykura
Fee Payers,2022-11-18,4,Step Finance
Fee Payers,2022-11-18,8220,Jupiter Aggregator
Signers,2022-11-18,117,Mercurial
Signers,2022-11-18,3645,Raydium
Signers,2022-11-18,7008,Orca
Signers,2022-11-18,2,GooseFX
Signers,2023-03-04,1,Crema
Signers,2023-03-04,3390,Raydium
Signers,2023-03-04,5,Lifinity
Signers,2023-03-04,1,GooseFX
Signers,2023-03-04,12,Saber
Signers,2023-03-04,27885,Stepn
Fee Payers,2023-03-04,34,Serum
Fee Payers,2023-03-04,171,Openbook
Fee Payers,2023-03-04,3,Step Finance
Signers,2023-03-04,39,Serum
Fee Payers,2023-03-04,12,Saber
Signers,2023-03-04,1574,Openbook
Signers,2023-03-04,4,Step Finance
Fee Payers,2023-03-04,1,Crema
Fee Payers,2023-03-04,11,Mercurial
Fee Payers,2023-03-04,1,GooseFX
Fee Payers,2023-03-04,5,Lifinity
Fee Payers,2023-03-04,7138,Stepn
Signers,2023-03-04,8684,Jupiter Aggregator
Signers,2023-03-04,57,Aldrin
Fee Payers,2023-03-04,8667,Jupiter Aggregator
Fee Payers,2023-03-04,1412,Raydium
Signers,2023-03-04,5060,Orca
Fee Payers,2023-03-04,25,Aldrin
Signers,2023-03-04,32,Mercurial
Fee Payers,2023-03-04,1021,Orca
Signers,2022-12-17,6691,Jupiter Aggregator
Signers,2022-12-17,200,Aldrin
Fee Payers,2022-12-17,45,Aldrin
Fee Payers,2022-12-17,3,Lifinity
Signers,2022-12-17,5,Step Finance
Fee Payers,2022-12-17,79,Openbook
Signers,2022-12-17,50247,Stepn
Signers,2022-12-17,271,Openbook
Signers,2022-12-17,3,Lifinity
Fee Payers,2022-12-17,24,Mercurial
Fee Payers,2022-12-17,4,Step Finance
Signers,2022-12-17,2,GooseFX
Signers,2022-12-17,3,Invariant
Fee Payers,2022-12-17,2,GooseFX
Signers,2022-12-17,2619,Raydium
Fee Payers,2022-12-17,16,Saber
Signers,2022-12-17,65,Mercurial
Signers,2022-12-17,214,Serum
Fee Payers,2022-12-17,1058,Raydium
Fee Payers,2022-12-17,3,Invariant
Fee Payers,2022-12-17,823,Orca
Signers,2022-12-17,16,Saber
Signers,2022-12-17,4437,Orca
Fee Payers,2022-12-17,2,Mango Markets
Fee Payers,2022-12-17,153,Serum
Fee Payers,2022-12-17,6489,Jupiter Aggregator
Fee Payers,2022-12-17,12414,Stepn
Signers,2022-12-17,3,Mango Markets
Signers,2022-12-04,4,Step Finance
Signers,2022-12-04,3289,Orca
Signers,2022-12-04,1,GooseFX
Signers,2022-12-04,6505,Jupiter Aggregator
Signers,2022-12-04,1024,Openbook
Fee Payers,2022-12-04,3,Step Finance
Fee Payers,2022-12-04,53,Aldrin
Signers,2022-12-04,2589,Raydium
Fee Payers,2022-12-04,713,Orca
Signers,2022-12-04,109,Aldrin
Fee Payers,2022-12-04,3,Cykura
Fee Payers,2022-12-04,1,GooseFX
Fee Payers,2022-12-04,10638,Stepn
Fee Payers,2022-12-04,6468,Jupiter Aggregator
Fee Payers,2022-12-04,17,Mercurial
Fee Payers,2022-12-04,3,Invariant
Signers,2022-12-04,15,Saber
Signers,2022-12-04,50,Mercurial
Signers,2022-12-04,5,Cykura
Fee Payers,2022-12-04,215,Serum
Signers,2022-12-04,46083,Stepn
Signers,2022-12-04,10,Lifinity
Fee Payers,2022-12-04,15,Saber
Fee Payers,2022-12-04,8,Lifinity
Signers,2022-12-04,319,Serum
Fee Payers,2022-12-04,1113,Raydium
Fee Payers,2022-12-04,82,Openbook
Signers,2022-12-04,3,Invariant
Signers,2022-10-24,7447,Jupiter Aggregator
Fee Payers,2022-10-24,854,Orca
Signers,2022-10-24,40,Saber
Signers,2022-10-24,69,Mercurial
Signers,2022-10-24,129,Aldrin
Signers,2022-10-24,58065,Stepn
Fee Payers,2022-10-24,4,Step Finance
Fee Payers,2022-10-24,2,GooseFX
Signers,2022-10-24,2,Crema
Signers,2022-10-24,5,Invariant
Fee Payers,2022-10-24,2,Crema
Fee Payers,2022-10-24,581,Serum
Signers,2022-10-24,5,Step Finance
Fee Payers,2022-10-24,23,Mercurial
Signers,2022-10-24,10,Lifinity
Fee Payers,2022-10-24,21,Mango Markets
Fee Payers,2022-10-24,36,Saber
Fee Payers,2022-10-24,1817,Raydium
Signers,2022-10-24,4640,Raydium
Signers,2022-10-24,4685,Orca
Signers,2022-10-24,2,GooseFX
Signers,2022-10-24,31,Mango Markets
Fee Payers,2022-10-24,5,Invariant
Fee Payers,2022-10-24,65,Aldrin
Signers,2022-10-24,51073,Serum
Fee Payers,2022-10-24,8,Lifinity
Fee Payers,2022-10-24,7399,Jupiter Aggregator
Fee Payers,2022-10-24,13094,Stepn
Fee Payers,2023-08-13T00:00:00.000Z,5914,Jupiter Aggregator
Fee Payers,2023-08-13T00:00:00.000Z,1,Mercurial
Signers,2023-08-13T00:00:00.000Z,8,Saber
Signers,2023-08-13T00:00:00.000Z,30,Serum
Fee Payers,2023-08-13T00:00:00.000Z,93,Openbook
Fee Payers,2023-08-13T00:00:00.000Z,3,Lifinity
Fee Payers,2023-08-13T00:00:00.000Z,25,Serum
Signers,2023-08-13T00:00:00.000Z,6358,Orca
Signers,2023-08-13T00:00:00.000Z,2,Mercurial
Fee Payers,2023-08-13T00:00:00.000Z,8,Saber
Fee Payers,2023-08-13T00:00:00.000Z,1040,Orca
Fee Payers,2023-08-13T00:00:00.000Z,1145,Raydium
Signers,2023-08-13T00:00:00.000Z,5930,Jupiter Aggregator
Signers,2023-08-13T00:00:00.000Z,14422,Stepn
Signers,2023-08-13T00:00:00.000Z,1455,Raydium
Fee Payers,2023-08-13T00:00:00.000Z,3,Step Finance
Signers,2023-08-13T00:00:00.000Z,159,Openbook
Fee Payers,2023-08-13T00:00:00.000Z,1,Aldrin
Signers,2023-08-13T00:00:00.000Z,4,Step Finance
Fee Payers,2023-08-13T00:00:00.000Z,3655,Stepn
Signers,2023-08-13T00:00:00.000Z,1,Aldrin
Signers,2023-08-13T00:00:00.000Z,3,Lifinity
Signers,2023-06-21T00:00:00.000Z,4,Step Finance
Signers,2023-06-21T00:00:00.000Z,97,Serum
Signers,2023-06-21T00:00:00.000Z,2,Cykura
Fee Payers,2023-06-21T00:00:00.000Z,4,Saber
Fee Payers,2023-06-21T00:00:00.000Z,1294,Raydium
Fee Payers,2023-06-21T00:00:00.000Z,940,Orca
Fee Payers,2023-06-21T00:00:00.000Z,6549,Jupiter Aggregator
Signers,2023-06-21T00:00:00.000Z,6571,Jupiter Aggregator
Fee Payers,2023-06-21T00:00:00.000Z,2,Cykura
Signers,2023-06-21T00:00:00.000Z,188,Openbook
Signers,2023-06-21T00:00:00.000Z,10,Aldrin
Signers,2023-06-21T00:00:00.000Z,5,Saber
Signers,2023-06-21T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-21T00:00:00.000Z,99,Openbook
Signers,2023-06-21T00:00:00.000Z,1,GooseFX
Signers,2023-06-21T00:00:00.000Z,2365,Raydium
Fee Payers,2023-06-21T00:00:00.000Z,3,Step Finance
Fee Payers,2023-06-21T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-06-21T00:00:00.000Z,1,Invariant
Fee Payers,2023-06-21T00:00:00.000Z,1,Mercurial
Signers,2023-06-21T00:00:00.000Z,2,Mercurial
Signers,2023-06-21T00:00:00.000Z,3,Lifinity
Signers,2023-06-21T00:00:00.000Z,17943,Stepn
Signers,2023-06-21T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-06-21T00:00:00.000Z,3,Lifinity
Fee Payers,2023-06-21T00:00:00.000Z,10,Aldrin
Signers,2023-06-21T00:00:00.000Z,6758,Orca
Fee Payers,2023-06-21T00:00:00.000Z,1,GooseFX
Fee Payers,2023-06-21T00:00:00.000Z,4708,Stepn
Fee Payers,2023-06-21T00:00:00.000Z,94,Serum
Fee Payers,2023-05-03,1440,Orca
Fee Payers,2023-05-03,4,Step Finance
Signers,2023-05-03,9,Mercurial
Signers,2023-05-03,983,Openbook
Fee Payers,2023-05-03,12,Saber
Fee Payers,2023-05-03,50,Serum
Signers,2023-05-03,5,GooseFX
Fee Payers,2023-05-03,27,Aldrin
Fee Payers,2023-05-03,5,GooseFX
Fee Payers,2023-05-03,4,Mercurial
Fee Payers,2023-05-03,5,Lifinity
Fee Payers,2023-05-03,5237,Stepn
Fee Payers,2023-05-03,1467,Raydium
Signers,2023-05-03,37,Aldrin
Signers,2023-05-03,13056,Jupiter Aggregator
Signers,2023-05-03,3771,Raydium
Fee Payers,2023-05-03,1,Invariant
Signers,2023-05-03,56,Serum
Fee Payers,2023-05-03,158,Openbook
Signers,2023-05-03,14,Saber
Signers,2023-05-03,20629,Stepn
Signers,2023-05-03,5,Lifinity
Signers,2023-05-03,5,Step Finance
Signers,2023-05-03,1,Invariant
Fee Payers,2023-05-03,12678,Jupiter Aggregator
Signers,2023-05-03,8260,Orca
Fee Payers,2023-02-07,80,Serum
Fee Payers,2023-02-07,13,Mercurial
Fee Payers,2023-02-07,14,Saber
Signers,2023-02-07,4,Step Finance
Signers,2023-02-07,2,Mango Markets
Fee Payers,2023-02-07,11992,Jupiter Aggregator
Signers,2023-02-07,1,Cykura
Fee Payers,2023-02-07,242,Openbook
Fee Payers,2023-02-07,1337,Orca
Signers,2023-02-07,12050,Jupiter Aggregator
Fee Payers,2023-02-07,6879,Stepn
Fee Payers,2023-02-07,1,Mango Markets
Fee Payers,2023-02-07,5,Lifinity
Signers,2023-02-07,39,Mercurial
Signers,2023-02-07,5,Lifinity
Fee Payers,2023-02-07,1,Invariant
Signers,2023-02-07,18,Saber
Signers,2023-02-07,25872,Stepn
Signers,2023-02-07,98,Aldrin
Signers,2023-02-07,1,GooseFX
Fee Payers,2023-02-07,1,Cykura
Signers,2023-02-07,6978,Orca
Fee Payers,2023-02-07,39,Aldrin
Signers,2023-02-07,11048,Raydium
Signers,2023-02-07,1356,Openbook
Fee Payers,2023-02-07,3,Step Finance
Fee Payers,2023-02-07,2975,Raydium
Signers,2023-02-07,4,Invariant
Signers,2023-02-07,186,Serum
Fee Payers,2023-02-07,1,GooseFX
Signers,2023-02-08,4,Step Finance
Fee Payers,2023-02-08,15,Saber
Fee Payers,2023-02-08,1442,Orca
Signers,2023-02-08,7,Lifinity
Signers,2023-02-08,1632,Openbook
Fee Payers,2023-02-08,6,Lifinity
Signers,2023-02-08,27105,Stepn
Fee Payers,2023-02-08,55,Serum
Signers,2023-02-08,17,Saber
Fee Payers,2023-02-08,310,Openbook
Fee Payers,2023-02-08,11,Mercurial
Fee Payers,2023-02-08,2982,Raydium
Fee Payers,2023-02-08,3,Step Finance
Fee Payers,2023-02-08,7338,Stepn
Signers,2023-02-08,1,GooseFX
Fee Payers,2023-02-08,33,Aldrin
Signers,2023-02-08,1,Invariant
Signers,2023-02-08,30,Mercurial
Signers,2023-02-08,7296,Orca
Fee Payers,2023-02-08,1,Invariant
Signers,2023-02-08,79,Serum
Signers,2023-02-08,16146,Raydium
Signers,2023-02-08,69,Aldrin
Fee Payers,2023-02-08,12147,Jupiter Aggregator
Fee Payers,2023-02-08,1,GooseFX
Signers,2023-02-08,12198,Jupiter Aggregator
Fee Payers,2022-10-17,2,Crema
Fee Payers,2022-10-17,1,Cykura
Fee Payers,2022-10-17,968,Orca
Signers,2022-10-17,7947,Jupiter Aggregator
Signers,2022-10-17,5116,Orca
Signers,2022-10-17,2,Crema
Signers,2022-10-17,40170,Serum
Fee Payers,2022-10-17,588,Serum
Fee Payers,2022-10-17,7,Step Finance
Fee Payers,2022-10-17,3,Invariant
Fee Payers,2022-10-17,35,Mercurial
Signers,2022-10-17,11,Lifinity
Signers,2022-10-17,3,Invariant
Signers,2022-10-17,11,Step Finance
Fee Payers,2022-10-17,4,GooseFX
Fee Payers,2022-10-17,1757,Raydium
Signers,2022-10-17,33,Saber
Fee Payers,2022-10-17,82,Mango Markets
Signers,2022-10-17,4,GooseFX
Signers,2022-10-17,92,Mercurial
Fee Payers,2022-10-17,31,Saber
Signers,2022-10-17,121,Mango Markets
Fee Payers,2022-10-17,77,Aldrin
Fee Payers,2022-10-17,16438,Stepn
Signers,2022-10-17,79477,Stepn
Signers,2022-10-17,129,Aldrin
Fee Payers,2022-10-17,7919,Jupiter Aggregator
Signers,2022-10-17,4954,Raydium
Signers,2022-10-17,1,Cykura
Fee Payers,2022-10-17,8,Lifinity
Signers,2023-02-03,2,GooseFX
Fee Payers,2023-02-03,12740,Jupiter Aggregator
Signers,2023-02-03,5,Step Finance
Fee Payers,2023-02-03,7254,Stepn
Fee Payers,2023-02-03,4,Lifinity
Signers,2023-02-03,8652,Orca
Fee Payers,2023-02-03,42,Aldrin
Fee Payers,2023-02-03,104,Serum
Signers,2023-02-03,50,Mercurial
Signers,2023-02-03,12819,Jupiter Aggregator
Fee Payers,2023-02-03,3,Mango Markets
Fee Payers,2023-02-03,3188,Raydium
Fee Payers,2023-02-03,2,Invariant
Signers,2023-02-03,2132,Openbook
Signers,2023-02-03,303,Aldrin
Fee Payers,2023-02-03,1535,Orca
Signers,2023-02-03,145,Serum
Fee Payers,2023-02-03,1,Cykura
Fee Payers,2023-02-03,3,Step Finance
Fee Payers,2023-02-03,2,GooseFX
Signers,2023-02-03,18,Saber
Signers,2023-02-03,4,Lifinity
Fee Payers,2023-02-03,314,Openbook
Signers,2023-02-03,1,Cykura
Signers,2023-02-03,16093,Raydium
Fee Payers,2023-02-03,18,Saber
Signers,2023-02-03,7,Mango Markets
Fee Payers,2023-02-03,18,Mercurial
Signers,2023-02-03,27439,Stepn
Signers,2023-02-03,2,Invariant
Fee Payers,2023-07-03T00:00:00.000Z,7,Saber
Fee Payers,2023-07-03T00:00:00.000Z,892,Orca
Fee Payers,2023-07-03T00:00:00.000Z,4147,Stepn
Signers,2023-07-03T00:00:00.000Z,242,Openbook
Fee Payers,2023-07-03T00:00:00.000Z,87,Openbook
Signers,2023-07-03T00:00:00.000Z,6711,Jupiter Aggregator
Signers,2023-07-03T00:00:00.000Z,7,Saber
Signers,2023-07-03T00:00:00.000Z,2229,Raydium
Signers,2023-07-03T00:00:00.000Z,27,Serum
Fee Payers,2023-07-03T00:00:00.000Z,4,Step Finance
Signers,2023-07-03T00:00:00.000Z,6065,Orca
Fee Payers,2023-07-03T00:00:00.000Z,11,Aldrin
Signers,2023-07-03T00:00:00.000Z,16392,Stepn
Fee Payers,2023-07-03T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-07-03T00:00:00.000Z,1,Cykura
Signers,2023-07-03T00:00:00.000Z,6,Step Finance
Signers,2023-07-03T00:00:00.000Z,11,Aldrin
Signers,2023-07-03T00:00:00.000Z,1,GooseFX
Signers,2023-07-03T00:00:00.000Z,3,Mercurial
Fee Payers,2023-07-03T00:00:00.000Z,4,Lifinity
Signers,2023-07-03T00:00:00.000Z,1,Cykura
Fee Payers,2023-07-03T00:00:00.000Z,1330,Raydium
Signers,2023-07-03T00:00:00.000Z,4,Lifinity
Fee Payers,2023-07-03T00:00:00.000Z,1,Mercurial
Fee Payers,2023-07-03T00:00:00.000Z,1,GooseFX
Signers,2023-07-03T00:00:00.000Z,2,Invariant
Signers,2023-07-03T00:00:00.000Z,1,Mango Markets
Fee Payers,2023-07-03T00:00:00.000Z,2,Invariant
Fee Payers,2023-07-03T00:00:00.000Z,27,Serum
Fee Payers,2023-07-03T00:00:00.000Z,6691,Jupiter Aggregator
Fee Payers,2022-12-24,1,Invariant
Signers,2022-12-24,9,Lifinity
Fee Payers,2022-12-24,6,Lifinity
Fee Payers,2022-12-24,14,Saber
Fee Payers,2022-12-24,152,Serum
Signers,2022-12-24,17,Saber
Fee Payers,2022-12-24,3,Step Finance
Fee Payers,2022-12-24,752,Orca
Signers,2022-12-24,1,Mango Markets
Signers,2022-12-24,4,Step Finance
Signers,2022-12-24,393,Aldrin
Fee Payers,2022-12-24,21,Mercurial
Signers,2022-12-24,1,Invariant
Fee Payers,2022-12-24,48,Aldrin
Fee Payers,2022-12-24,929,Raydium
Signers,2022-12-24,805,Openbook
Signers,2022-12-24,55,Mercurial
Signers,2022-12-24,214,Serum
Fee Payers,2022-12-24,9855,Stepn
Signers,2022-12-24,6545,Orca
Fee Payers,2022-12-24,1,Mango Markets
Signers,2022-12-24,37792,Stepn
Fee Payers,2022-12-24,78,Openbook
Signers,2022-12-24,2646,Raydium
Fee Payers,2022-12-24,1,GooseFX
Signers,2022-12-24,6900,Jupiter Aggregator
Signers,2022-12-24,1,GooseFX
Fee Payers,2022-12-24,6750,Jupiter Aggregator
Fee Payers,2023-08-01T00:00:00.000Z,11,Saber
Fee Payers,2023-08-01T00:00:00.000Z,1,Invariant
Signers,2023-08-01T00:00:00.000Z,2428,Raydium
Fee Payers,2023-08-01T00:00:00.000Z,1283,Raydium
Signers,2023-08-01T00:00:00.000Z,7253,Jupiter Aggregator
Fee Payers,2023-08-01T00:00:00.000Z,3788,Stepn
Fee Payers,2023-08-01T00:00:00.000Z,141,Openbook
Signers,2023-08-01T00:00:00.000Z,14,Saber
Fee Payers,2023-08-01T00:00:00.000Z,3,Lifinity
Signers,2023-08-01T00:00:00.000Z,1,Invariant
Signers,2023-08-01T00:00:00.000Z,8,Mercurial
Fee Payers,2023-08-01T00:00:00.000Z,7194,Jupiter Aggregator
Signers,2023-08-01T00:00:00.000Z,14749,Stepn
Signers,2023-08-01T00:00:00.000Z,6871,Orca
Fee Payers,2023-08-01T00:00:00.000Z,2,Aldrin
Fee Payers,2023-08-01T00:00:00.000Z,3,Mercurial
Signers,2023-08-01T00:00:00.000Z,295,Openbook
Fee Payers,2023-08-01T00:00:00.000Z,3,Step Finance
Signers,2023-08-01T00:00:00.000Z,4,Step Finance
Fee Payers,2023-08-01T00:00:00.000Z,35,Serum
Signers,2023-08-01T00:00:00.000Z,2,Aldrin
Signers,2023-08-01T00:00:00.000Z,74,Serum
Signers,2023-08-01T00:00:00.000Z,3,Lifinity
